time	veloc	accel	accelt
   0.000 	    0.000 	    0.000 	    1.000
   0.010 	    0.000 	    0.000 	    1.000
   0.020 	    0.000 	    0.000 	    1.000
   0.030 	    0.000 	    0.000 	    1.000
   0.040 	    0.000 	    0.000 	    1.000
   0.050 	    0.000 	    0.000 	    1.000
   0.060 	    0.000 	    0.000 	    1.000
   0.070 	    0.000 	    0.000 	    1.000
   0.080 	    0.000 	    0.000 	    1.000
   0.090 	    0.000 	    0.000 	    1.000
   0.100 	    0.000 	    0.000 	    1.000
   0.110 	    0.000 	    0.000 	    1.000
   0.120 	    0.000 	    0.000 	    1.000
   0.130 	    0.000 	    0.014 	    1.000
   0.140 	    0.000 	    0.043 	    1.000
   0.150 	    0.000 	    0.072 	    1.000
   0.160 	    0.000 	    0.100 	    1.000
   0.170 	    0.000 	    0.129 	    1.000
   0.180 	    0.000 	    0.158 	    1.000
   0.190 	    0.000 	    0.187 	    1.000
   0.200 	    0.000 	    0.215 	    1.000
   0.210 	    0.000 	    0.244 	    1.000
   0.220 	    0.005 	    0.273 	    1.000
   0.230 	    0.010 	    0.308 	    1.000
   0.240 	    0.015 	    0.352 	    1.000
   0.250 	    0.020 	    0.395 	    1.000
   0.260 	    0.024 	    0.438 	    1.000
   0.270 	    0.029 	    0.481 	    1.000
   0.280 	    0.034 	    0.531 	    1.000
   0.290 	    0.039 	    0.588 	    1.000
   0.300 	    0.044 	    0.631 	    1.000
   0.310 	    0.049 	    0.660 	    1.000
   0.320 	    0.056 	    0.689 	    1.000
   0.330 	    0.063 	    0.717 	    1.000
   0.340 	    0.071 	    0.746 	    1.000
   0.350 	    0.078 	    0.775 	    1.000
   0.360 	    0.085 	    0.803 	    1.000
   0.370 	    0.095 	    0.832 	    1.000
   0.380 	    0.105 	    0.875 	    1.000
   0.390 	    0.115 	    0.933 	    1.000
   0.400 	    0.124 	    0.983 	    1.000
   0.410 	    0.134 	    1.026 	    1.000
   0.420 	    0.144 	    1.069 	    1.000
   0.430 	    0.154 	    1.119 	    1.000
   0.440 	    0.163 	    1.176 	    1.000
   0.450 	    0.173 	    1.227 	    1.000
   0.460 	    0.183 	    1.270 	    1.000
   0.470 	    0.198 	    1.313 	    1.000
   0.480 	    0.212 	    1.363 	    1.000
   0.490 	    0.227 	    1.420 	    1.000
   0.500 	    0.241 	    1.478 	    1.000
   0.510 	    0.256 	    1.535 	    1.000
   0.520 	    0.273 	    1.593 	    1.000
   0.530 	    0.290 	    1.650 	    1.000
   0.540 	    0.307 	    1.700 	    1.000
   0.550 	    0.324 	    1.729 	    1.000
   0.560 	    0.341 	    1.743 	    1.000
   0.570 	    0.361 	    1.758 	    1.000
   0.580 	    0.380 	    1.779 	    1.000
   0.590 	    0.400 	    1.808 	    1.000
   0.600 	    0.420 	    1.829 	    1.000
   0.610 	    0.439 	    1.844 	    1.000
   0.620 	    0.459 	    1.858 	    1.000
   0.630 	    0.476 	    1.872 	    1.000
   0.640 	    0.493 	    1.879 	    1.000
   0.650 	    0.510 	    1.872 	    1.000
   0.660 	    0.527 	    1.858 	    1.000
   0.670 	    0.546 	    1.844 	    1.000
   0.680 	    0.566 	    1.836 	    1.000
   0.690 	    0.585 	    1.829 	    1.000
   0.700 	    0.605 	    1.815 	    1.000
   0.710 	    0.624 	    1.808 	    1.000
   0.720 	    0.644 	    1.808 	    1.000
   0.730 	    0.661 	    1.815 	    1.000
   0.740 	    0.678 	    1.829 	    1.000
   0.750 	    0.695 	    1.836 	    1.000
   0.760 	    0.712 	    1.836 	    1.000
   0.770 	    0.732 	    1.836 	    1.000
   0.780 	    0.749 	    1.836 	    1.000
   0.790 	    0.766 	    1.822 	    1.000
   0.800 	    0.783 	    1.793 	    1.000
   0.810 	    0.800 	    1.772 	    1.000
   0.820 	    0.820 	    1.758 	    1.000
   0.830 	    0.839 	    1.743 	    1.000
   0.840 	    0.859 	    1.722 	    1.000
   0.850 	    0.878 	    1.686 	    1.000
   0.860 	    0.898 	    1.650 	    1.000
   0.870 	    0.917 	    1.621 	    1.000
   0.880 	    0.932 	    1.593 	    1.000
   0.890 	    0.946 	    1.557 	    1.000
   0.900 	    0.961 	    1.506 	    1.000
   0.910 	    0.976 	    1.449 	    1.000
   0.920 	    0.990 	    1.392 	    1.000
   0.930 	    1.002 	    1.327 	    1.000
   0.940 	    1.015 	    1.255 	    1.000
   0.950 	    1.027 	    1.176 	    1.000
   0.960 	    1.039 	    1.105 	    1.000
   0.970 	    1.051 	    1.047 	    1.000
   0.980 	    1.061 	    0.990 	    1.000
   0.990 	    1.071 	    0.925 	    1.000
   1.000 	    1.080 	    0.854 	    1.000
   1.010 	    1.090 	    0.789 	    1.000
   1.020 	    1.098 	    0.732 	    1.000
   1.030 	    1.105 	    0.674 	    1.000
   1.040 	    1.110 	    0.617 	    1.000
   1.050 	    1.115 	    0.560 	    1.000
   1.060 	    1.120 	    0.509 	    1.000
   1.070 	    1.124 	    0.466 	    1.000
   1.080 	    1.127 	    0.423 	    1.000
   1.090 	    1.129 	    0.373 	    1.000
   1.100 	    1.132 	    0.323 	    1.000
   1.110 	    1.134 	    0.280 	    1.000
   1.120 	    1.137 	    0.244 	    1.000
   1.130 	    1.139 	    0.215 	    1.000
   1.140 	    1.141 	    0.179 	    1.000
   1.150 	    1.144 	    0.136 	    1.000
   1.160 	    1.146 	    0.100 	    1.000
   1.170 	    1.149 	    0.072 	    1.000
   1.180 	    1.149 	    0.043 	    1.000
   1.190 	    1.149 	    0.014 	    1.000
   1.200 	    1.149 	   -0.014 	    1.000
   1.210 	    1.149 	   -0.043 	    1.000
   1.220 	    1.149 	   -0.072 	    1.000
   1.230 	    1.146 	   -0.108 	    1.000
   1.240 	    1.144 	   -0.151 	    1.000
   1.250 	    1.141 	   -0.194 	    1.000
   1.260 	    1.139 	   -0.230 	    1.000
   1.270 	    1.137 	   -0.258 	    1.000
   1.280 	    1.134 	   -0.280 	    1.000
   1.290 	    1.132 	   -0.294 	    1.000
   1.300 	    1.129 	   -0.308 	    1.000
   1.310 	    1.127 	   -0.316 	    1.000
   1.320 	    1.122 	   -0.316 	    1.000
   1.330 	    1.117 	   -0.316 	    1.000
   1.340 	    1.112 	   -0.301 	    1.000
   1.350 	    1.107 	   -0.273 	    1.000
   1.360 	    1.102 	   -0.244 	    1.000
   1.370 	    1.100 	   -0.215 	    1.000
   1.380 	    1.098 	   -0.179 	    1.000
   1.390 	    1.095 	   -0.136 	    1.000
   1.400 	    1.093 	   -0.086 	    1.000
   1.410 	    1.090 	   -0.029 	    1.000
   1.420 	    1.088 	    0.029 	    1.000
   1.430 	    1.090 	    0.093 	    1.000
   1.440 	    1.093 	    0.172 	    1.000
   1.450 	    1.095 	    0.251 	    1.000
   1.460 	    1.098 	    0.323 	    1.000
   1.470 	    1.102 	    0.395 	    1.000
   1.480 	    1.107 	    0.466 	    1.000
   1.490 	    1.112 	    0.545 	    1.000
   1.500 	    1.117 	    0.631 	    1.000
   1.510 	    1.122 	    0.703 	    1.000
   1.520 	    1.129 	    0.760 	    1.000
   1.530 	    1.139 	    0.818 	    1.000
   1.540 	    1.149 	    0.882 	    1.000
   1.550 	    1.159 	    0.947 	    1.000
   1.560 	    1.168 	    1.004 	    1.000
   1.570 	    1.178 	    1.062 	    1.000
   1.580 	    1.190 	    1.119 	    1.000
   1.590 	    1.202 	    1.184 	    1.000
   1.600 	    1.215 	    1.248 	    1.000
   1.610 	    1.227 	    1.298 	    1.000
   1.620 	    1.239 	    1.341 	    1.000
   1.630 	    1.254 	    1.392 	    1.000
   1.640 	    1.268 	    1.456 	    1.000
   1.650 	    1.283 	    1.528 	    1.000
   1.660 	    1.298 	    1.593 	    1.000
   1.670 	    1.312 	    1.650 	    1.000
   1.680 	    1.329 	    1.707 	    1.000
   1.690 	    1.346 	    1.758 	    1.000
   1.700 	    1.363 	    1.801 	    1.000
   1.710 	    1.380 	    1.836 	    1.000
   1.720 	    1.400 	    1.865 	    1.000
   1.730 	    1.422 	    1.894 	    1.000
   1.740 	    1.444 	    1.923 	    1.000
   1.750 	    1.466 	    1.944 	    1.000
   1.760 	    1.488 	    1.951 	    1.000
   1.770 	    1.510 	    1.951 	    1.000
   1.780 	    1.529 	    1.958 	    1.000
   1.790 	    1.549 	    1.966 	    1.000
   1.800 	    1.568 	    1.958 	    1.000
   1.810 	    1.588 	    1.937 	    1.000
   1.820 	    1.607 	    1.908 	    1.000
   1.830 	    1.627 	    1.879 	    1.000
   1.840 	    1.644 	    1.844 	    1.000
   1.850 	    1.661 	    1.793 	    1.000
   1.860 	    1.678 	    1.743 	    1.000
   1.870 	    1.698 	    1.700 	    1.000
   1.880 	    1.715 	    1.657 	    1.000
   1.890 	    1.732 	    1.614 	    1.000
   1.900 	    1.749 	    1.564 	    1.000
   1.910 	    1.766 	    1.506 	    1.000
   1.920 	    1.783 	    1.456 	    1.000
   1.930 	    1.798 	    1.413 	    1.000
   1.940 	    1.810 	    1.370 	    1.000
   1.950 	    1.822 	    1.313 	    1.000
   1.960 	    1.834 	    1.248 	    1.000
   1.970 	    1.846 	    1.191 	    1.000
   1.980 	    1.859 	    1.133 	    1.000
   1.990 	    1.868 	    1.076 	    1.000
   2.000 	    1.878 	    1.011 	    1.000
   2.010 	    1.888 	    0.947 	    1.000
   2.020 	    1.898 	    0.897 	    1.000
   2.030 	    1.907 	    0.854 	    1.000
   2.040 	    1.915 	    0.803 	    1.000
   2.050 	    1.922 	    0.746 	    1.000
   2.060 	    1.929 	    0.689 	    1.000
   2.070 	    1.937 	    0.638 	    1.000
   2.080 	    1.944 	    0.595 	    1.000
   2.090 	    1.949 	    0.545 	    1.000
   2.100 	    1.954 	    0.488 	    1.000
   2.110 	    1.959 	    0.430 	    1.000
   2.120 	    1.963 	    0.380 	    1.000
   2.130 	    1.966 	    0.337 	    1.000
   2.140 	    1.968 	    0.287 	    1.000
   2.150 	    1.971 	    0.230 	    1.000
   2.160 	    1.973 	    0.172 	    1.000
   2.170 	    1.976 	    0.122 	    1.000
   2.180 	    1.976 	    0.079 	    1.000
   2.190 	    1.976 	    0.029 	    1.000
   2.200 	    1.976 	   -0.029 	    1.000
   2.210 	    1.976 	   -0.079 	    1.000
   2.220 	    1.976 	   -0.122 	    1.000
   2.230 	    1.973 	   -0.158 	    1.000
   2.240 	    1.971 	   -0.187 	    1.000
   2.250 	    1.968 	   -0.215 	    1.000
   2.260 	    1.966 	   -0.237 	    1.000
   2.270 	    1.963 	   -0.251 	    1.000
   2.280 	    1.959 	   -0.258 	    1.000
   2.290 	    1.954 	   -0.258 	    1.000
   2.300 	    1.949 	   -0.258 	    1.000
   2.310 	    1.944 	   -0.251 	    1.000
   2.320 	    1.941 	   -0.237 	    1.000
   2.330 	    1.939 	   -0.222 	    1.000
   2.340 	    1.937 	   -0.208 	    1.000
   2.350 	    1.934 	   -0.194 	    1.000
   2.360 	    1.932 	   -0.172 	    1.000
   2.370 	    1.932 	   -0.143 	    1.000
   2.380 	    1.932 	   -0.100 	    1.000
   2.390 	    1.932 	   -0.043 	    1.000
   2.400 	    1.932 	    0.007 	    1.000
   2.410 	    1.932 	    0.050 	    1.000
   2.420 	    1.932 	    0.093 	    1.000
   2.430 	    1.932 	    0.143 	    1.000
   2.440 	    1.932 	    0.201 	    1.000
   2.450 	    1.932 	    0.251 	    1.000
   2.460 	    1.932 	    0.294 	    1.000
   2.470 	    1.937 	    0.337 	    1.000
   2.480 	    1.941 	    0.387 	    1.000
   2.490 	    1.946 	    0.445 	    1.000
   2.500 	    1.951 	    0.509 	    1.000
   2.510 	    1.956 	    0.581 	    1.000
   2.520 	    1.963 	    0.653 	    1.000
   2.530 	    1.971 	    0.732 	    1.000
   2.540 	    1.978 	    0.818 	    1.000
   2.550 	    1.985 	    0.897 	    1.000
   2.560 	    1.993 	    0.968 	    1.000
   2.570 	    2.002 	    1.040 	    1.000
   2.580 	    2.012 	    1.112 	    1.000
   2.590 	    2.024 	    1.184 	    1.000
   2.600 	    2.037 	    1.248 	    1.000
   2.610 	    2.049 	    1.306 	    1.000
   2.620 	    2.063 	    1.363 	    1.000
   2.630 	    2.078 	    1.428 	    1.000
   2.640 	    2.095 	    1.492 	    1.000
   2.650 	    2.112 	    1.542 	    1.000
   2.660 	    2.129 	    1.585 	    1.000
   2.670 	    2.146 	    1.621 	    1.000
   2.680 	    2.163 	    1.643 	    1.000
   2.690 	    2.180 	    1.650 	    1.000
   2.700 	    2.198 	    1.643 	    1.000
   2.710 	    2.215 	    1.628 	    1.000
   2.720 	    2.234 	    1.607 	    1.000
   2.730 	    2.251 	    1.585 	    1.000
   2.740 	    2.268 	    1.571 	    1.000
   2.750 	    2.285 	    1.557 	    1.000
   2.760 	    2.302 	    1.542 	    1.000
   2.770 	    2.317 	    1.528 	    1.000
   2.780 	    2.329 	    1.506 	    1.000
   2.790 	    2.341 	    1.463 	    1.000
   2.800 	    2.354 	    1.399 	    1.000
   2.810 	    2.366 	    1.334 	    1.000
   2.820 	    2.380 	    1.277 	    1.000
   2.830 	    2.395 	    1.220 	    1.000
   2.840 	    2.410 	    1.155 	    1.000
   2.850 	    2.424 	    1.090 	    1.000
   2.860 	    2.439 	    1.040 	    1.000
   2.870 	    2.451 	    0.997 	    1.000
   2.880 	    2.459 	    0.954 	    1.000
   2.890 	    2.466 	    0.904 	    1.000
   2.900 	    2.473 	    0.839 	    1.000
   2.910 	    2.480 	    0.768 	    1.000
   2.920 	    2.488 	    0.696 	    1.000
   2.930 	    2.493 	    0.617 	    1.000
   2.940 	    2.498 	    0.524 	    1.000
   2.950 	    2.502 	    0.430 	    1.000
   2.960 	    2.507 	    0.359 	    1.000
   2.970 	    2.512 	    0.301 	    1.000
   2.980 	    2.515 	    0.251 	    1.000
   2.990 	    2.517 	    0.208 	    1.000
   3.000 	    2.520 	    0.165 	    1.000
   3.010 	    2.522 	    0.129 	    1.000
   3.020 	    2.522 	    0.100 	    1.000
   3.030 	    2.520 	    0.057 	    1.000
   3.040 	    2.517 	   -0.007 	    1.000
   3.050 	    2.515 	   -0.079 	    1.000
   3.060 	    2.512 	   -0.143 	    1.000
   3.070 	    2.512 	   -0.201 	    1.000
   3.080 	    2.512 	   -0.251 	    1.000
   3.090 	    2.512 	   -0.287 	    1.000
   3.100 	    2.512 	   -0.308 	    1.000
   3.110 	    2.512 	   -0.316 	    1.000
   3.120 	    2.507 	   -0.316 	    1.000
   3.130 	    2.500 	   -0.316 	    1.000
   3.140 	    2.493 	   -0.323 	    1.000
   3.150 	    2.485 	   -0.344 	    1.000
   3.160 	    2.478 	   -0.373 	    1.000
   3.170 	    2.473 	   -0.402 	    1.000
   3.180 	    2.471 	   -0.430 	    1.000
   3.190 	    2.468 	   -0.452 	    1.000
   3.200 	    2.466 	   -0.452 	    1.000
   3.210 	    2.463 	   -0.430 	    1.000
   3.220 	    2.461 	   -0.402 	    1.000
   3.230 	    2.456 	   -0.366 	    1.000
   3.240 	    2.451 	   -0.323 	    1.000
   3.250 	    2.446 	   -0.287 	    1.000
   3.260 	    2.441 	   -0.265 	    1.000
   3.270 	    2.437 	   -0.251 	    1.000
   3.280 	    2.434 	   -0.230 	    1.000
   3.290 	    2.432 	   -0.194 	    1.000
   3.300 	    2.429 	   -0.151 	    1.000
   3.310 	    2.427 	   -0.100 	    1.000
   3.320 	    2.427 	   -0.043 	    1.000
   3.330 	    2.427 	    0.022 	    1.000
   3.340 	    2.427 	    0.100 	    1.000
   3.350 	    2.427 	    0.187 	    1.000
   3.360 	    2.427 	    0.265 	    1.000
   3.370 	    2.429 	    0.337 	    1.000
   3.380 	    2.434 	    0.416 	    1.000
   3.390 	    2.439 	    0.495 	    1.000
   3.400 	    2.444 	    0.560 	    1.000
   3.410 	    2.449 	    0.617 	    1.000
   3.420 	    2.456 	    0.674 	    1.000
   3.430 	    2.466 	    0.739 	    1.000
   3.440 	    2.476 	    0.825 	    1.000
   3.450 	    2.485 	    0.918 	    1.000
   3.460 	    2.495 	    0.997 	    1.000
   3.470 	    2.507 	    1.069 	    1.000
   3.480 	    2.517 	    1.141 	    1.000
   3.490 	    2.527 	    1.205 	    1.000
   3.500 	    2.537 	    1.255 	    1.000
   3.510 	    2.546 	    1.291 	    1.000
   3.520 	    2.559 	    1.320 	    1.000
   3.530 	    2.576 	    1.349 	    1.000
   3.540 	    2.593 	    1.377 	    1.000
   3.550 	    2.610 	    1.399 	    1.000
   3.560 	    2.627 	    1.420 	    1.000
   3.570 	    2.644 	    1.449 	    1.000
   3.580 	    2.659 	    1.478 	    1.000
   3.590 	    2.673 	    1.506 	    1.000
   3.600 	    2.688 	    1.528 	    1.000
   3.610 	    2.702 	    1.528 	    1.000
   3.620 	    2.717 	    1.514 	    1.000
   3.630 	    2.732 	    1.499 	    1.000
   3.640 	    2.746 	    1.478 	    1.000
   3.650 	    2.761 	    1.449 	    1.000
   3.660 	    2.776 	    1.428 	    1.000
   3.670 	    2.790 	    1.413 	    1.000
   3.680 	    2.805 	    1.392 	    1.000
   3.690 	    2.820 	    1.356 	    1.000
   3.700 	    2.834 	    1.306 	    1.000
   3.710 	    2.849 	    1.248 	    1.000
   3.720 	    2.863 	    1.191 	    1.000
   3.730 	    2.876 	    1.133 	    1.000
   3.740 	    2.888 	    1.069 	    1.000
   3.750 	    2.900 	    0.997 	    1.000
   3.760 	    2.912 	    0.925 	    1.000
   3.770 	    2.922 	    0.854 	    1.000
   3.780 	    2.929 	    0.782 	    1.000
   3.790 	    2.934 	    0.703 	    1.000
   3.800 	    2.939 	    0.617 	    1.000
   3.810 	    2.944 	    0.538 	    1.000
   3.820 	    2.949 	    0.466 	    1.000
   3.830 	    2.951 	    0.395 	    1.000
   3.840 	    2.954 	    0.316 	    1.000
   3.850 	    2.956 	    0.237 	    1.000
   3.860 	    2.959 	    0.172 	    1.000
   3.870 	    2.961 	    0.122 	    1.000
   3.880 	    2.961 	    0.072 	    1.000
   3.890 	    2.961 	    0.014 	    1.000
   3.900 	    2.961 	   -0.043 	    1.000
   3.910 	    2.961 	   -0.093 	    1.000
   3.920 	    2.961 	   -0.136 	    1.000
   3.930 	    2.959 	   -0.172 	    1.000
   3.940 	    2.956 	   -0.201 	    1.000
   3.950 	    2.954 	   -0.230 	    1.000
   3.960 	    2.951 	   -0.251 	    1.000
   3.970 	    2.946 	   -0.265 	    1.000
   3.980 	    2.941 	   -0.280 	    1.000
   3.990 	    2.937 	   -0.287 	    1.000
   4.000 	    2.932 	   -0.287 	    1.000
   4.010 	    2.927 	   -0.280 	    1.000
   4.020 	    2.924 	   -0.265 	    1.000
   4.030 	    2.922 	   -0.244 	    1.000
   4.040 	    2.920 	   -0.215 	    1.000
   4.050 	    2.917 	   -0.179 	    1.000
   4.060 	    2.915 	   -0.136 	    1.000
   4.070 	    2.912 	   -0.093 	    1.000
   4.080 	    2.912 	   -0.043 	    1.000
   4.090 	    2.912 	    0.022 	    1.000
   4.100 	    2.912 	    0.086 	    1.000
   4.110 	    2.912 	    0.143 	    1.000
   4.120 	    2.915 	    0.201 	    1.000
   4.130 	    2.917 	    0.265 	    1.000
   4.140 	    2.920 	    0.337 	    1.000
   4.150 	    2.922 	    0.409 	    1.000
   4.160 	    2.924 	    0.473 	    1.000
   4.170 	    2.929 	    0.531 	    1.000
   4.180 	    2.937 	    0.588 	    1.000
   4.190 	    2.944 	    0.653 	    1.000
   4.200 	    2.951 	    0.717 	    1.000
   4.210 	    2.959 	    0.775 	    1.000
   4.220 	    2.968 	    0.832 	    1.000
   4.230 	    2.978 	    0.890 	    1.000
   4.240 	    2.988 	    0.947 	    1.000
   4.250 	    2.998 	    0.997 	    1.000
   4.260 	    3.007 	    1.033 	    1.000
   4.270 	    3.017 	    1.062 	    1.000
   4.280 	    3.029 	    1.090 	    1.000
   4.290 	    3.041 	    1.126 	    1.000
   4.300 	    3.054 	    1.162 	    1.000
   4.310 	    3.066 	    1.191 	    1.000
   4.320 	    3.078 	    1.220 	    1.000
   4.330 	    3.090 	    1.248 	    1.000
   4.340 	    3.102 	    1.270 	    1.000
   4.350 	    3.115 	    1.284 	    1.000
   4.360 	    3.127 	    1.291 	    1.000
   4.370 	    3.139 	    1.291 	    1.000
   4.380 	    3.154 	    1.284 	    1.000
   4.390 	    3.168 	    1.270 	    1.000
   4.400 	    3.183 	    1.248 	    1.000
   4.410 	    3.198 	    1.220 	    1.000
   4.420 	    3.212 	    1.191 	    1.000
   4.430 	    3.224 	    1.162 	    1.000
   4.440 	    3.237 	    1.126 	    1.000
   4.450 	    3.249 	    1.083 	    1.000
   4.460 	    3.261 	    1.033 	    1.000
   4.470 	    3.271 	    0.976 	    1.000
   4.480 	    3.280 	    0.911 	    1.000
   4.490 	    3.288 	    0.832 	    1.000
   4.500 	    3.295 	    0.746 	    1.000
   4.510 	    3.302 	    0.667 	    1.000
   4.520 	    3.310 	    0.595 	    1.000
   4.530 	    3.315 	    0.524 	    1.000
   4.540 	    3.320 	    0.445 	    1.000
   4.550 	    3.324 	    0.366 	    1.000
   4.560 	    3.329 	    0.294 	    1.000
   4.570 	    3.332 	    0.230 	    1.000
   4.580 	    3.332 	    0.172 	    1.000
   4.590 	    3.332 	    0.115 	    1.000
   4.600 	    3.332 	    0.050 	    1.000
   4.610 	    3.332 	   -0.014 	    1.000
   4.620 	    3.332 	   -0.072 	    1.000
   4.630 	    3.329 	   -0.136 	    1.000
   4.640 	    3.327 	   -0.208 	    1.000
   4.650 	    3.324 	   -0.273 	    1.000
   4.660 	    3.322 	   -0.323 	    1.000
   4.670 	    3.320 	   -0.366 	    1.000
   4.680 	    3.317 	   -0.409 	    1.000
   4.690 	    3.312 	   -0.452 	    1.000
   4.700 	    3.307 	   -0.495 	    1.000
   4.710 	    3.302 	   -0.531 	    1.000
   4.720 	    3.295 	   -0.560 	    1.000
   4.730 	    3.288 	   -0.595 	    1.000
   4.740 	    3.280 	   -0.638 	    1.000
   4.750 	    3.273 	   -0.681 	    1.000
   4.760 	    3.266 	   -0.725 	    1.000
   4.770 	    3.259 	   -0.760 	    1.000
   4.780 	    3.251 	   -0.782 	    1.000
   4.790 	    3.244 	   -0.789 	    1.000
   4.800 	    3.237 	   -0.782 	    1.000
   4.810 	    3.229 	   -0.768 	    1.000
   4.820 	    3.220 	   -0.753 	    1.000
   4.830 	    3.210 	   -0.732 	    1.000
   4.840 	    3.200 	   -0.703 	    1.000
   4.850 	    3.190 	   -0.674 	    1.000
   4.860 	    3.180 	   -0.646 	    1.000
   4.870 	    3.173 	   -0.617 	    1.000
   4.880 	    3.168 	   -0.581 	    1.000
   4.890 	    3.163 	   -0.531 	    1.000
   4.900 	    3.159 	   -0.466 	    1.000
   4.910 	    3.154 	   -0.395 	    1.000
   4.920 	    3.151 	   -0.323 	    1.000
   4.930 	    3.149 	   -0.244 	    1.000
   4.940 	    3.146 	   -0.158 	    1.000
   4.950 	    3.144 	   -0.079 	    1.000
   4.960 	    3.141 	   -0.014 	    1.000
   4.970 	    3.141 	    0.043 	    1.000
   4.980 	    3.144 	    0.108 	    1.000
   4.990 	    3.146 	    0.179 	    1.000
   5.000 	    3.149 	    0.244 	    1.000
   5.010 	    3.151 	    0.301 	    1.000
   5.020 	    3.156 	    0.359 	    1.000
   5.030 	    3.161 	    0.416 	    1.000
   5.040 	    3.166 	    0.481 	    1.000
   5.050 	    3.171 	    0.545 	    1.000
   5.060 	    3.176 	    0.595 	    1.000
   5.070 	    3.183 	    0.638 	    1.000
   5.080 	    3.190 	    0.681 	    1.000
   5.090 	    3.198 	    0.725 	    1.000
   5.100 	    3.205 	    0.760 	    1.000
   5.110 	    3.212 	    0.789 	    1.000
   5.120 	    3.220 	    0.818 	    1.000
   5.130 	    3.229 	    0.846 	    1.000
   5.140 	    3.239 	    0.890 	    1.000
   5.150 	    3.249 	    0.940 	    1.000
   5.160 	    3.259 	    0.983 	    1.000
   5.170 	    3.268 	    1.026 	    1.000
   5.180 	    3.278 	    1.069 	    1.000
   5.190 	    3.288 	    1.105 	    1.000
   5.200 	    3.298 	    1.133 	    1.000
   5.210 	    3.307 	    1.155 	    1.000
   5.220 	    3.317 	    1.169 	    1.000
   5.230 	    3.332 	    1.176 	    1.000
   5.240 	    3.346 	    1.169 	    1.000
   5.250 	    3.361 	    1.155 	    1.000
   5.260 	    3.376 	    1.141 	    1.000
   5.270 	    3.390 	    1.126 	    1.000
   5.280 	    3.402 	    1.105 	    1.000
   5.290 	    3.415 	    1.076 	    1.000
   5.300 	    3.427 	    1.047 	    1.000
   5.310 	    3.439 	    1.004 	    1.000
   5.320 	    3.449 	    0.947 	    1.000
   5.330 	    3.456 	    0.890 	    1.000
   5.340 	    3.463 	    0.825 	    1.000
   5.350 	    3.471 	    0.753 	    1.000
   5.360 	    3.478 	    0.689 	    1.000
   5.370 	    3.483 	    0.631 	    1.000
   5.380 	    3.488 	    0.560 	    1.000
   5.390 	    3.493 	    0.473 	    1.000
   5.400 	    3.498 	    0.395 	    1.000
   5.410 	    3.502 	    0.330 	    1.000
   5.420 	    3.507 	    0.273 	    1.000
   5.430 	    3.510 	    0.215 	    1.000
   5.440 	    3.512 	    0.158 	    1.000
   5.450 	    3.515 	    0.108 	    1.000
   5.460 	    3.517 	    0.065 	    1.000
   5.470 	    3.515 	    0.022 	    1.000
   5.480 	    3.512 	   -0.036 	    1.000
   5.490 	    3.510 	   -0.108 	    1.000
   5.500 	    3.507 	   -0.179 	    1.000
   5.510 	    3.505 	   -0.244 	    1.000
   5.520 	    3.502 	   -0.301 	    1.000
   5.530 	    3.500 	   -0.352 	    1.000
   5.540 	    3.498 	   -0.395 	    1.000
   5.550 	    3.495 	   -0.430 	    1.000
   5.560 	    3.493 	   -0.459 	    1.000
   5.570 	    3.485 	   -0.488 	    1.000
   5.580 	    3.478 	   -0.509 	    1.000
   5.590 	    3.471 	   -0.524 	    1.000
   5.600 	    3.463 	   -0.538 	    1.000
   5.610 	    3.456 	   -0.552 	    1.000
   5.620 	    3.451 	   -0.567 	    1.000
   5.630 	    3.446 	   -0.581 	    1.000
   5.640 	    3.439 	   -0.588 	    1.000
   5.650 	    3.432 	   -0.574 	    1.000
   5.660 	    3.424 	   -0.545 	    1.000
   5.670 	    3.420 	   -0.516 	    1.000
   5.680 	    3.415 	   -0.481 	    1.000
   5.690 	    3.410 	   -0.423 	    1.000
   5.700 	    3.405 	   -0.366 	    1.000
   5.710 	    3.400 	   -0.323 	    1.000
   5.720 	    3.395 	   -0.273 	    1.000
   5.730 	    3.393 	   -0.215 	    1.000
   5.740 	    3.390 	   -0.151 	    1.000
   5.750 	    3.388 	   -0.086 	    1.000
   5.760 	    3.385 	   -0.029 	    1.000
   5.770 	    3.385 	    0.029 	    1.000
   5.780 	    3.390 	    0.086 	    1.000
   5.790 	    3.393 	    0.158 	    1.000
   5.800 	    3.395 	    0.237 	    1.000
   5.810 	    3.398 	    0.301 	    1.000
   5.820 	    3.400 	    0.359 	    1.000
   5.830 	    3.405 	    0.416 	    1.000
   5.840 	    3.410 	    0.473 	    1.000
   5.850 	    3.415 	    0.524 	    1.000
   5.860 	    3.420 	    0.552 	    1.000
   5.870 	    3.424 	    0.574 	    1.000
   5.880 	    3.434 	    0.610 	    1.000
   5.890 	    3.441 	    0.667 	    1.000
   5.900 	    3.449 	    0.739 	    1.000
   5.910 	    3.456 	    0.803 	    1.000
   5.920 	    3.463 	    0.861 	    1.000
   5.930 	    3.471 	    0.918 	    1.000
   5.940 	    3.478 	    0.961 	    1.000
   5.950 	    3.485 	    0.990 	    1.000
   5.960 	    3.493 	    1.004 	    1.000
   5.970 	    3.502 	    1.011 	    1.000
   5.980 	    3.517 	    1.019 	    1.000
   5.990 	    3.532 	    1.011 	    1.000
   6.000 	    3.546 	    0.997 	    1.000
