time	veloc	accel	accelt
  45.150 	    3.468 	    0.344 	    1.000
  45.160 	    3.471 	    0.387 	    1.000
  45.170 	    3.473 	    0.416 	    1.000
  45.180 	    3.478 	    0.445 	    1.000
  45.190 	    3.483 	    0.473 	    1.000
  45.200 	    3.488 	    0.502 	    1.000
  45.210 	    3.493 	    0.531 	    1.000
  45.220 	    3.498 	    0.560 	    1.000
  45.230 	    3.505 	    0.595 	    1.000
  45.240 	    3.512 	    0.638 	    1.000
  45.250 	    3.520 	    0.681 	    1.000
  45.260 	    3.527 	    0.717 	    1.000
  45.270 	    3.534 	    0.746 	    1.000
  45.280 	    3.541 	    0.775 	    1.000
  45.290 	    3.549 	    0.803 	    1.000
  45.300 	    3.556 	    0.832 	    1.000
  45.310 	    3.563 	    0.854 	    1.000
  45.320 	    3.573 	    0.868 	    1.000
  45.330 	    3.583 	    0.882 	    1.000
  45.340 	    3.593 	    0.897 	    1.000
  45.350 	    3.602 	    0.904 	    1.000
  45.360 	    3.612 	    0.904 	    1.000
  45.370 	    3.622 	    0.904 	    1.000
  45.380 	    3.632 	    0.904 	    1.000
  45.390 	    3.641 	    0.904 	    1.000
  45.400 	    3.651 	    0.890 	    1.000
  45.410 	    3.661 	    0.861 	    1.000
  45.420 	    3.671 	    0.832 	    1.000
  45.430 	    3.680 	    0.803 	    1.000
  45.440 	    3.688 	    0.775 	    1.000
  45.450 	    3.695 	    0.746 	    1.000
  45.460 	    3.702 	    0.717 	    1.000
  45.470 	    3.710 	    0.689 	    1.000
  45.480 	    3.717 	    0.660 	    1.000
  45.490 	    3.722 	    0.624 	    1.000
  45.500 	    3.727 	    0.574 	    1.000
  45.510 	    3.732 	    0.516 	    1.000
  45.520 	    3.737 	    0.466 	    1.000
  45.530 	    3.741 	    0.416 	    1.000
  45.540 	    3.746 	    0.359 	    1.000
  45.550 	    3.751 	    0.301 	    1.000
  45.560 	    3.756 	    0.244 	    1.000
  45.570 	    3.761 	    0.194 	    1.000
  45.580 	    3.763 	    0.151 	    1.000
  45.590 	    3.763 	    0.108 	    1.000
  45.600 	    3.763 	    0.065 	    1.000
  45.610 	    3.763 	    0.022 	    1.000
  45.620 	    3.761 	   -0.022 	    1.000
  45.630 	    3.759 	   -0.072 	    1.000
  45.640 	    3.756 	   -0.136 	    1.000
  45.650 	    3.754 	   -0.208 	    1.000
  45.660 	    3.751 	   -0.273 	    1.000
  45.670 	    3.749 	   -0.323 	    1.000
  45.680 	    3.746 	   -0.366 	    1.000
  45.690 	    3.744 	   -0.409 	    1.000
  45.700 	    3.741 	   -0.445 	    1.000
  45.710 	    3.739 	   -0.473 	    1.000
  45.720 	    3.734 	   -0.502 	    1.000
  45.730 	    3.727 	   -0.531 	    1.000
  45.740 	    3.720 	   -0.560 	    1.000
  45.750 	    3.712 	   -0.588 	    1.000
  45.760 	    3.705 	   -0.617 	    1.000
  45.770 	    3.698 	   -0.646 	    1.000
  45.780 	    3.690 	   -0.674 	    1.000
  45.790 	    3.683 	   -0.703 	    1.000
  45.800 	    3.676 	   -0.725 	    1.000
  45.810 	    3.668 	   -0.732 	    1.000
  45.820 	    3.661 	   -0.732 	    1.000
  45.830 	    3.654 	   -0.732 	    1.000
  45.840 	    3.646 	   -0.732 	    1.000
  45.850 	    3.639 	   -0.732 	    1.000
  45.860 	    3.632 	   -0.732 	    1.000
  45.870 	    3.624 	   -0.732 	    1.000
  45.880 	    3.617 	   -0.732 	    1.000
  45.890 	    3.610 	   -0.732 	    1.000
  45.900 	    3.602 	   -0.725 	    1.000
  45.910 	    3.595 	   -0.710 	    1.000
  45.920 	    3.588 	   -0.696 	    1.000
  45.930 	    3.580 	   -0.674 	    1.000
  45.940 	    3.573 	   -0.638 	    1.000
  45.950 	    3.566 	   -0.595 	    1.000
  45.960 	    3.559 	   -0.552 	    1.000
  45.970 	    3.551 	   -0.509 	    1.000
  45.980 	    3.544 	   -0.466 	    1.000
  45.990 	    3.539 	   -0.416 	    1.000
  46.000 	    3.534 	   -0.359 	    1.000
  46.010 	    3.529 	   -0.301 	    1.000
  46.020 	    3.527 	   -0.244 	    1.000
  46.030 	    3.527 	   -0.187 	    1.000
  46.040 	    3.527 	   -0.122 	    1.000
  46.050 	    3.527 	   -0.050 	    1.000
  46.060 	    3.527 	    0.022 	    1.000
  46.070 	    3.527 	    0.086 	    1.000
  46.080 	    3.529 	    0.151 	    1.000
  46.090 	    3.532 	    0.222 	    1.000
  46.100 	    3.534 	    0.287 	    1.000
  46.110 	    3.537 	    0.337 	    1.000
  46.120 	    3.539 	    0.380 	    1.000
  46.130 	    3.544 	    0.423 	    1.000
  46.140 	    3.549 	    0.466 	    1.000
  46.150 	    3.554 	    0.509 	    1.000
  46.160 	    3.559 	    0.545 	    1.000
  46.170 	    3.566 	    0.574 	    1.000
  46.180 	    3.573 	    0.603 	    1.000
  46.190 	    3.580 	    0.631 	    1.000
  46.200 	    3.588 	    0.660 	    1.000
  46.210 	    3.595 	    0.681 	    1.000
  46.220 	    3.602 	    0.696 	    1.000
  46.230 	    3.610 	    0.710 	    1.000
  46.240 	    3.617 	    0.725 	    1.000
  46.250 	    3.624 	    0.732 	    1.000
  46.260 	    3.632 	    0.732 	    1.000
  46.270 	    3.639 	    0.732 	    1.000
  46.280 	    3.646 	    0.725 	    1.000
  46.290 	    3.654 	    0.710 	    1.000
  46.300 	    3.661 	    0.696 	    1.000
  46.310 	    3.668 	    0.681 	    1.000
  46.320 	    3.676 	    0.667 	    1.000
  46.330 	    3.683 	    0.653 	    1.000
  46.340 	    3.690 	    0.631 	    1.000
  46.350 	    3.698 	    0.603 	    1.000
  46.360 	    3.705 	    0.574 	    1.000
  46.370 	    3.710 	    0.545 	    1.000
  46.380 	    3.715 	    0.516 	    1.000
  46.390 	    3.720 	    0.488 	    1.000
  46.400 	    3.724 	    0.452 	    1.000
  46.410 	    3.729 	    0.409 	    1.000
  46.420 	    3.734 	    0.366 	    1.000
  46.430 	    3.737 	    0.323 	    1.000
  46.440 	    3.739 	    0.280 	    1.000
  46.450 	    3.741 	    0.244 	    1.000
  46.460 	    3.744 	    0.215 	    1.000
  46.470 	    3.746 	    0.187 	    1.000
  46.480 	    3.749 	    0.151 	    1.000
  46.490 	    3.749 	    0.100 	    1.000
  46.500 	    3.749 	    0.043 	    1.000
  46.510 	    3.749 	   -0.007 	    1.000
  46.520 	    3.749 	   -0.050 	    1.000
  46.530 	    3.749 	   -0.093 	    1.000
  46.540 	    3.749 	   -0.136 	    1.000
  46.550 	    3.749 	   -0.179 	    1.000
  46.560 	    3.749 	   -0.222 	    1.000
  46.570 	    3.746 	   -0.258 	    1.000
  46.580 	    3.741 	   -0.287 	    1.000
  46.590 	    3.737 	   -0.316 	    1.000
  46.600 	    3.732 	   -0.344 	    1.000
  46.610 	    3.727 	   -0.373 	    1.000
  46.620 	    3.722 	   -0.402 	    1.000
  46.630 	    3.717 	   -0.438 	    1.000
  46.640 	    3.712 	   -0.481 	    1.000
  46.650 	    3.707 	   -0.516 	    1.000
  46.660 	    3.702 	   -0.538 	    1.000
  46.670 	    3.698 	   -0.552 	    1.000
  46.680 	    3.693 	   -0.574 	    1.000
  46.690 	    3.688 	   -0.595 	    1.000
  46.700 	    3.683 	   -0.610 	    1.000
  46.710 	    3.678 	   -0.624 	    1.000
  46.720 	    3.671 	   -0.638 	    1.000
  46.730 	    3.663 	   -0.653 	    1.000
  46.740 	    3.656 	   -0.667 	    1.000
  46.750 	    3.649 	   -0.681 	    1.000
  46.760 	    3.641 	   -0.696 	    1.000
  46.770 	    3.632 	   -0.710 	    1.000
  46.780 	    3.624 	   -0.725 	    1.000
  46.790 	    3.617 	   -0.739 	    1.000
  46.800 	    3.610 	   -0.746 	    1.000
  46.810 	    3.602 	   -0.746 	    1.000
  46.820 	    3.595 	   -0.746 	    1.000
  46.830 	    3.588 	   -0.746 	    1.000
  46.840 	    3.580 	   -0.739 	    1.000
  46.850 	    3.573 	   -0.717 	    1.000
  46.860 	    3.566 	   -0.696 	    1.000
  46.870 	    3.559 	   -0.681 	    1.000
  46.880 	    3.551 	   -0.667 	    1.000
  46.890 	    3.544 	   -0.646 	    1.000
  46.900 	    3.537 	   -0.617 	    1.000
  46.910 	    3.529 	   -0.588 	    1.000
  46.920 	    3.522 	   -0.560 	    1.000
  46.930 	    3.517 	   -0.531 	    1.000
  46.940 	    3.512 	   -0.495 	    1.000
  46.950 	    3.507 	   -0.452 	    1.000
  46.960 	    3.502 	   -0.409 	    1.000
  46.970 	    3.498 	   -0.366 	    1.000
  46.980 	    3.495 	   -0.316 	    1.000
  46.990 	    3.493 	   -0.258 	    1.000
  47.000 	    3.490 	   -0.201 	    1.000
  47.010 	    3.488 	   -0.151 	    1.000
  47.020 	    3.485 	   -0.108 	    1.000
  47.030 	    3.485 	   -0.057 	    1.000
  47.040 	    3.485 	    0.007 	    1.000
  47.050 	    3.485 	    0.079 	    1.000
  47.060 	    3.485 	    0.143 	    1.000
  47.070 	    3.488 	    0.201 	    1.000
  47.080 	    3.490 	    0.258 	    1.000
  47.090 	    3.493 	    0.323 	    1.000
  47.100 	    3.495 	    0.395 	    1.000
  47.110 	    3.498 	    0.459 	    1.000
  47.120 	    3.502 	    0.516 	    1.000
  47.130 	    3.510 	    0.574 	    1.000
  47.140 	    3.517 	    0.631 	    1.000
  47.150 	    3.524 	    0.681 	    1.000
  47.160 	    3.532 	    0.725 	    1.000
  47.170 	    3.539 	    0.768 	    1.000
  47.180 	    3.549 	    0.811 	    1.000
  47.190 	    3.559 	    0.854 	    1.000
  47.200 	    3.568 	    0.890 	    1.000
  47.210 	    3.578 	    0.911 	    1.000
  47.220 	    3.588 	    0.925 	    1.000
  47.230 	    3.598 	    0.933 	    1.000
  47.240 	    3.607 	    0.933 	    1.000
  47.250 	    3.617 	    0.925 	    1.000
  47.260 	    3.627 	    0.904 	    1.000
  47.270 	    3.637 	    0.875 	    1.000
  47.280 	    3.646 	    0.854 	    1.000
  47.290 	    3.656 	    0.832 	    1.000
  47.300 	    3.666 	    0.803 	    1.000
  47.310 	    3.676 	    0.775 	    1.000
  47.320 	    3.683 	    0.746 	    1.000
  47.330 	    3.690 	    0.717 	    1.000
  47.340 	    3.695 	    0.689 	    1.000
  47.350 	    3.700 	    0.653 	    1.000
  47.360 	    3.705 	    0.610 	    1.000
  47.370 	    3.712 	    0.567 	    1.000
  47.380 	    3.717 	    0.516 	    1.000
  47.390 	    3.722 	    0.459 	    1.000
  47.400 	    3.727 	    0.409 	    1.000
  47.410 	    3.732 	    0.366 	    1.000
  47.420 	    3.737 	    0.330 	    1.000
  47.430 	    3.741 	    0.308 	    1.000
  47.440 	    3.744 	    0.280 	    1.000
  47.450 	    3.746 	    0.230 	    1.000
  47.460 	    3.749 	    0.179 	    1.000
  47.470 	    3.749 	    0.136 	    1.000
  47.480 	    3.749 	    0.086 	    1.000
  47.490 	    3.749 	    0.029 	    1.000
  47.500 	    3.749 	   -0.029 	    1.000
  47.510 	    3.749 	   -0.086 	    1.000
  47.520 	    3.751 	   -0.136 	    1.000
  47.530 	    3.749 	   -0.179 	    1.000
  47.540 	    3.746 	   -0.222 	    1.000
  47.550 	    3.744 	   -0.258 	    1.000
  47.560 	    3.741 	   -0.287 	    1.000
  47.570 	    3.737 	   -0.316 	    1.000
  47.580 	    3.732 	   -0.352 	    1.000
  47.590 	    3.727 	   -0.395 	    1.000
  47.600 	    3.722 	   -0.445 	    1.000
  47.610 	    3.717 	   -0.488 	    1.000
  47.620 	    3.712 	   -0.516 	    1.000
  47.630 	    3.707 	   -0.545 	    1.000
  47.640 	    3.702 	   -0.567 	    1.000
  47.650 	    3.698 	   -0.574 	    1.000
  47.660 	    3.693 	   -0.574 	    1.000
  47.670 	    3.685 	   -0.574 	    1.000
  47.680 	    3.678 	   -0.574 	    1.000
  47.690 	    3.671 	   -0.581 	    1.000
  47.700 	    3.663 	   -0.588 	    1.000
  47.710 	    3.656 	   -0.588 	    1.000
  47.720 	    3.649 	   -0.588 	    1.000
  47.730 	    3.644 	   -0.588 	    1.000
  47.740 	    3.639 	   -0.588 	    1.000
  47.750 	    3.634 	   -0.581 	    1.000
  47.760 	    3.629 	   -0.567 	    1.000
  47.770 	    3.624 	   -0.552 	    1.000
  47.780 	    3.617 	   -0.538 	    1.000
  47.790 	    3.612 	   -0.516 	    1.000
  47.800 	    3.607 	   -0.495 	    1.000
  47.810 	    3.602 	   -0.488 	    1.000
  47.820 	    3.598 	   -0.488 	    1.000
  47.830 	    3.593 	   -0.488 	    1.000
  47.840 	    3.588 	   -0.488 	    1.000
  47.850 	    3.583 	   -0.481 	    1.000
  47.860 	    3.578 	   -0.459 	    1.000
  47.870 	    3.573 	   -0.438 	    1.000
  47.880 	    3.571 	   -0.423 	    1.000
  47.890 	    3.566 	   -0.395 	    1.000
  47.900 	    3.561 	   -0.352 	    1.000
  47.910 	    3.556 	   -0.308 	    1.000
  47.920 	    3.551 	   -0.265 	    1.000
  47.930 	    3.546 	   -0.222 	    1.000
  47.940 	    3.544 	   -0.179 	    1.000
  47.950 	    3.541 	   -0.136 	    1.000
  47.960 	    3.539 	   -0.100 	    1.000
  47.970 	    3.537 	   -0.065 	    1.000
  47.980 	    3.539 	   -0.014 	    1.000
  47.990 	    3.541 	    0.050 	    1.000
  48.000 	    3.544 	    0.122 	    1.000
  48.010 	    3.546 	    0.194 	    1.000
  48.020 	    3.549 	    0.258 	    1.000
  48.030 	    3.551 	    0.316 	    1.000
  48.040 	    3.554 	    0.373 	    1.000
  48.050 	    3.556 	    0.430 	    1.000
  48.060 	    3.559 	    0.473 	    1.000
  48.070 	    3.563 	    0.502 	    1.000
  48.080 	    3.571 	    0.531 	    1.000
  48.090 	    3.578 	    0.560 	    1.000
  48.100 	    3.585 	    0.588 	    1.000
  48.110 	    3.593 	    0.617 	    1.000
  48.120 	    3.600 	    0.646 	    1.000
  48.130 	    3.607 	    0.674 	    1.000
  48.140 	    3.615 	    0.703 	    1.000
  48.150 	    3.622 	    0.725 	    1.000
  48.160 	    3.629 	    0.732 	    1.000
  48.170 	    3.637 	    0.732 	    1.000
  48.180 	    3.644 	    0.732 	    1.000
  48.190 	    3.651 	    0.725 	    1.000
  48.200 	    3.659 	    0.710 	    1.000
  48.210 	    3.666 	    0.696 	    1.000
  48.220 	    3.673 	    0.681 	    1.000
  48.230 	    3.680 	    0.667 	    1.000
  48.240 	    3.688 	    0.653 	    1.000
  48.250 	    3.695 	    0.631 	    1.000
  48.260 	    3.702 	    0.603 	    1.000
  48.270 	    3.710 	    0.574 	    1.000
  48.280 	    3.715 	    0.552 	    1.000
  48.290 	    3.720 	    0.531 	    1.000
  48.300 	    3.724 	    0.495 	    1.000
  48.310 	    3.729 	    0.452 	    1.000
  48.320 	    3.734 	    0.409 	    1.000
  48.330 	    3.739 	    0.366 	    1.000
  48.340 	    3.741 	    0.323 	    1.000
  48.350 	    3.744 	    0.280 	    1.000
  48.360 	    3.746 	    0.244 	    1.000
  48.370 	    3.751 	    0.215 	    1.000
  48.380 	    3.754 	    0.187 	    1.000
  48.390 	    3.754 	    0.151 	    1.000
  48.400 	    3.754 	    0.108 	    1.000
  48.410 	    3.754 	    0.065 	    1.000
  48.420 	    3.754 	    0.029 	    1.000
  48.430 	    3.754 	   -0.007 	    1.000
  48.440 	    3.754 	   -0.050 	    1.000
  48.450 	    3.754 	   -0.100 	    1.000
  48.460 	    3.754 	   -0.151 	    1.000
  48.470 	    3.754 	   -0.187 	    1.000
  48.480 	    3.751 	   -0.222 	    1.000
  48.490 	    3.749 	   -0.258 	    1.000
  48.500 	    3.746 	   -0.287 	    1.000
  48.510 	    3.744 	   -0.316 	    1.000
  48.520 	    3.739 	   -0.344 	    1.000
  48.530 	    3.734 	   -0.373 	    1.000
  48.540 	    3.729 	   -0.402 	    1.000
  48.550 	    3.724 	   -0.430 	    1.000
  48.560 	    3.720 	   -0.452 	    1.000
  48.570 	    3.712 	   -0.466 	    1.000
  48.580 	    3.707 	   -0.495 	    1.000
  48.590 	    3.702 	   -0.531 	    1.000
  48.600 	    3.698 	   -0.545 	    1.000
  48.610 	    3.693 	   -0.545 	    1.000
  48.620 	    3.688 	   -0.545 	    1.000
  48.630 	    3.683 	   -0.545 	    1.000
  48.640 	    3.678 	   -0.545 	    1.000
  48.650 	    3.673 	   -0.538 	    1.000
  48.660 	    3.668 	   -0.531 	    1.000
  48.670 	    3.659 	   -0.531 	    1.000
  48.680 	    3.651 	   -0.531 	    1.000
  48.690 	    3.646 	   -0.538 	    1.000
  48.700 	    3.641 	   -0.545 	    1.000
  48.710 	    3.637 	   -0.545 	    1.000
  48.720 	    3.632 	   -0.545 	    1.000
  48.730 	    3.627 	   -0.552 	    1.000
  48.740 	    3.622 	   -0.560 	    1.000
  48.750 	    3.617 	   -0.545 	    1.000
  48.760 	    3.612 	   -0.524 	    1.000
  48.770 	    3.607 	   -0.516 	    1.000
  48.780 	    3.600 	   -0.516 	    1.000
  48.790 	    3.595 	   -0.516 	    1.000
  48.800 	    3.590 	   -0.516 	    1.000
  48.810 	    3.585 	   -0.516 	    1.000
  48.820 	    3.578 	   -0.516 	    1.000
  48.830 	    3.573 	   -0.509 	    1.000
  48.840 	    3.568 	   -0.488 	    1.000
  48.850 	    3.563 	   -0.459 	    1.000
  48.860 	    3.559 	   -0.423 	    1.000
  48.870 	    3.554 	   -0.387 	    1.000
  48.880 	    3.549 	   -0.359 	    1.000
  48.890 	    3.544 	   -0.323 	    1.000
  48.900 	    3.539 	   -0.280 	    1.000
  48.910 	    3.534 	   -0.244 	    1.000
  48.920 	    3.532 	   -0.215 	    1.000
  48.930 	    3.532 	   -0.187 	    1.000
  48.940 	    3.532 	   -0.151 	    1.000
  48.950 	    3.532 	   -0.108 	    1.000
  48.960 	    3.532 	   -0.065 	    1.000
  48.970 	    3.532 	   -0.022 	    1.000
  48.980 	    3.534 	    0.029 	    1.000
  48.990 	    3.534 	    0.100 	    1.000
  49.000 	    3.534 	    0.172 	    1.000
  49.010 	    3.534 	    0.222 	    1.000
  49.020 	    3.534 	    0.265 	    1.000
  49.030 	    3.537 	    0.308 	    1.000
  49.040 	    3.539 	    0.352 	    1.000
  49.050 	    3.541 	    0.395 	    1.000
  49.060 	    3.544 	    0.430 	    1.000
  49.070 	    3.549 	    0.466 	    1.000
  49.080 	    3.559 	    0.509 	    1.000
  49.090 	    3.566 	    0.552 	    1.000
  49.100 	    3.573 	    0.595 	    1.000
  49.110 	    3.580 	    0.631 	    1.000
  49.120 	    3.588 	    0.660 	    1.000
  49.130 	    3.595 	    0.689 	    1.000
  49.140 	    3.602 	    0.717 	    1.000
  49.150 	    3.610 	    0.732 	    1.000
  49.160 	    3.617 	    0.717 	    1.000
  49.170 	    3.624 	    0.696 	    1.000
  49.180 	    3.632 	    0.681 	    1.000
  49.190 	    3.639 	    0.667 	    1.000
  49.200 	    3.646 	    0.653 	    1.000
  49.210 	    3.654 	    0.638 	    1.000
  49.220 	    3.661 	    0.624 	    1.000
  49.230 	    3.668 	    0.617 	    1.000
  49.240 	    3.673 	    0.603 	    1.000
  49.250 	    3.678 	    0.574 	    1.000
  49.260 	    3.683 	    0.545 	    1.000
  49.270 	    3.688 	    0.516 	    1.000
  49.280 	    3.693 	    0.488 	    1.000
  49.290 	    3.698 	    0.459 	    1.000
  49.300 	    3.702 	    0.430 	    1.000
  49.310 	    3.707 	    0.402 	    1.000
  49.320 	    3.715 	    0.380 	    1.000
  49.330 	    3.717 	    0.366 	    1.000
  49.340 	    3.720 	    0.352 	    1.000
  49.350 	    3.722 	    0.330 	    1.000
  49.360 	    3.724 	    0.301 	    1.000
  49.370 	    3.727 	    0.273 	    1.000
  49.380 	    3.729 	    0.237 	    1.000
  49.390 	    3.732 	    0.187 	    1.000
  49.400 	    3.734 	    0.122 	    1.000
  49.410 	    3.737 	    0.065 	    1.000
  49.420 	    3.739 	    0.022 	    1.000
  49.430 	    3.741 	   -0.022 	    1.000
  49.440 	    3.741 	   -0.065 	    1.000
  49.450 	    3.741 	   -0.108 	    1.000
  49.460 	    3.741 	   -0.151 	    1.000
  49.470 	    3.739 	   -0.194 	    1.000
  49.480 	    3.734 	   -0.244 	    1.000
  49.490 	    3.729 	   -0.301 	    1.000
  49.500 	    3.724 	   -0.359 	    1.000
  49.510 	    3.720 	   -0.416 	    1.000
  49.520 	    3.715 	   -0.466 	    1.000
  49.530 	    3.710 	   -0.516 	    1.000
  49.540 	    3.705 	   -0.567 	    1.000
  49.550 	    3.700 	   -0.595 	    1.000
  49.560 	    3.695 	   -0.603 	    1.000
  49.570 	    3.688 	   -0.603 	    1.000
  49.580 	    3.680 	   -0.603 	    1.000
  49.590 	    3.673 	   -0.603 	    1.000
  49.600 	    3.666 	   -0.603 	    1.000
  49.610 	    3.659 	   -0.603 	    1.000
  49.620 	    3.649 	   -0.603 	    1.000
  49.630 	    3.641 	   -0.603 	    1.000
  49.640 	    3.637 	   -0.610 	    1.000
  49.650 	    3.632 	   -0.610 	    1.000
  49.660 	    3.627 	   -0.595 	    1.000
  49.670 	    3.622 	   -0.581 	    1.000
  49.680 	    3.617 	   -0.567 	    1.000
  49.690 	    3.612 	   -0.552 	    1.000
  49.700 	    3.607 	   -0.531 	    1.000
  49.710 	    3.602 	   -0.509 	    1.000
  49.720 	    3.598 	   -0.502 	    1.000
  49.730 	    3.590 	   -0.495 	    1.000
  49.740 	    3.585 	   -0.473 	    1.000
  49.750 	    3.580 	   -0.445 	    1.000
  49.760 	    3.576 	   -0.416 	    1.000
  49.770 	    3.571 	   -0.387 	    1.000
  49.780 	    3.566 	   -0.359 	    1.000
  49.790 	    3.561 	   -0.323 	    1.000
  49.800 	    3.556 	   -0.280 	    1.000
  49.810 	    3.551 	   -0.230 	    1.000
  49.820 	    3.549 	   -0.179 	    1.000
  49.830 	    3.549 	   -0.129 	    1.000
  49.840 	    3.549 	   -0.072 	    1.000
  49.850 	    3.549 	   -0.014 	    1.000
  49.860 	    3.549 	    0.043 	    1.000
  49.870 	    3.549 	    0.100 	    1.000
  49.880 	    3.551 	    0.158 	    1.000
  49.890 	    3.554 	    0.222 	    1.000
  49.900 	    3.556 	    0.287 	    1.000
  49.910 	    3.559 	    0.337 	    1.000
  49.920 	    3.563 	    0.380 	    1.000
  49.930 	    3.568 	    0.423 	    1.000
  49.940 	    3.573 	    0.473 	    1.000
  49.950 	    3.578 	    0.524 	    1.000
  49.960 	    3.583 	    0.560 	    1.000
  49.970 	    3.588 	    0.588 	    1.000
  49.980 	    3.595 	    0.617 	    1.000
  49.990 	    3.602 	    0.646 	    1.000
  50.000 	    3.610 	    0.667 	    1.000
  50.010 	    3.617 	    0.681 	    1.000
  50.020 	    3.624 	    0.696 	    1.000
  50.030 	    3.634 	    0.703 	    1.000
  50.040 	    3.641 	    0.703 	    1.000
  50.050 	    3.649 	    0.703 	    1.000
  50.060 	    3.656 	    0.696 	    1.000
  50.070 	    3.663 	    0.681 	    1.000
  50.080 	    3.671 	    0.667 	    1.000
  50.090 	    3.678 	    0.653 	    1.000
  50.100 	    3.685 	    0.638 	    1.000
  50.110 	    3.693 	    0.617 	    1.000
  50.120 	    3.698 	    0.595 	    1.000
  50.130 	    3.702 	    0.574 	    1.000
  50.140 	    3.707 	    0.545 	    1.000
  50.150 	    3.712 	    0.509 	    1.000
  50.160 	    3.717 	    0.466 	    1.000
  50.170 	    3.722 	    0.423 	    1.000
  50.180 	    3.727 	    0.387 	    1.000
  50.190 	    3.732 	    0.352 	    1.000
  50.200 	    3.737 	    0.316 	    1.000
  50.210 	    3.741 	    0.287 	    1.000
  50.220 	    3.744 	    0.258 	    1.000
  50.230 	    3.746 	    0.222 	    1.000
  50.240 	    3.746 	    0.172 	    1.000
  50.250 	    3.746 	    0.115 	    1.000
  50.260 	    3.746 	    0.057 	    1.000
  50.270 	    3.749 	    0.000 	    1.000
  50.280 	    3.749 	   -0.057 	    1.000
  50.290 	    3.749 	   -0.115 	    1.000
  50.300 	    3.749 	   -0.165 	    1.000
  50.310 	    3.749 	   -0.208 	    1.000
  50.320 	    3.746 	   -0.244 	    1.000
  50.330 	    3.741 	   -0.280 	    1.000
  50.340 	    3.737 	   -0.316 	    1.000
  50.350 	    3.732 	   -0.352 	    1.000
  50.360 	    3.727 	   -0.387 	    1.000
  50.370 	    3.722 	   -0.416 	    1.000
  50.380 	    3.717 	   -0.445 	    1.000
  50.390 	    3.712 	   -0.473 	    1.000
  50.400 	    3.707 	   -0.495 	    1.000
  50.410 	    3.702 	   -0.502 	    1.000
  50.420 	    3.695 	   -0.502 	    1.000
  50.430 	    3.690 	   -0.509 	    1.000
  50.440 	    3.685 	   -0.516 	    1.000
  50.450 	    3.680 	   -0.516 	    1.000
  50.460 	    3.676 	   -0.516 	    1.000
  50.470 	    3.671 	   -0.516 	    1.000
  50.480 	    3.666 	   -0.524 	    1.000
  50.490 	    3.661 	   -0.538 	    1.000
  50.500 	    3.656 	   -0.545 	    1.000
  50.510 	    3.651 	   -0.552 	    1.000
  50.520 	    3.644 	   -0.567 	    1.000
  50.530 	    3.639 	   -0.581 	    1.000
  50.540 	    3.634 	   -0.588 	    1.000
  50.550 	    3.629 	   -0.595 	    1.000
  50.560 	    3.624 	   -0.610 	    1.000
  50.570 	    3.617 	   -0.624 	    1.000
  50.580 	    3.610 	   -0.638 	    1.000
  50.590 	    3.602 	   -0.660 	    1.000
  50.600 	    3.595 	   -0.674 	    1.000
  50.610 	    3.588 	   -0.681 	    1.000
  50.620 	    3.580 	   -0.696 	    1.000
  50.630 	    3.576 	   -0.710 	    1.000
  50.640 	    3.568 	   -0.717 	    1.000
  50.650 	    3.561 	   -0.710 	    1.000
  50.660 	    3.554 	   -0.696 	    1.000
  50.670 	    3.546 	   -0.681 	    1.000
  50.680 	    3.537 	   -0.667 	    1.000
  50.690 	    3.529 	   -0.646 	    1.000
  50.700 	    3.522 	   -0.617 	    1.000
  50.710 	    3.515 	   -0.595 	    1.000
  50.720 	    3.507 	   -0.574 	    1.000
  50.730 	    3.502 	   -0.545 	    1.000
  50.740 	    3.498 	   -0.502 	    1.000
  50.750 	    3.493 	   -0.452 	    1.000
  50.760 	    3.488 	   -0.402 	    1.000
  50.770 	    3.483 	   -0.352 	    1.000
  50.780 	    3.480 	   -0.308 	    1.000
  50.790 	    3.478 	   -0.265 	    1.000
  50.800 	    3.476 	   -0.222 	    1.000
  50.810 	    3.473 	   -0.187 	    1.000
  50.820 	    3.471 	   -0.158 	    1.000
  50.830 	    3.473 	   -0.129 	    1.000
  50.840 	    3.473 	   -0.086 	    1.000
  50.850 	    3.473 	   -0.029 	    1.000
  50.860 	    3.473 	    0.022 	    1.000
  50.870 	    3.473 	    0.065 	    1.000
  50.880 	    3.473 	    0.115 	    1.000
  50.890 	    3.473 	    0.172 	    1.000
  50.900 	    3.473 	    0.230 	    1.000
  50.910 	    3.473 	    0.273 	    1.000
  50.920 	    3.473 	    0.308 	    1.000
  50.930 	    3.478 	    0.352 	    1.000
  50.940 	    3.483 	    0.395 	    1.000
  50.950 	    3.488 	    0.438 	    1.000
  50.960 	    3.493 	    0.481 	    1.000
  50.970 	    3.500 	    0.524 	    1.000
  50.980 	    3.507 	    0.567 	    1.000
  50.990 	    3.515 	    0.610 	    1.000
  51.000 	    3.522 	    0.653 	    1.000
  51.010 	    3.529 	    0.681 	    1.000
  51.020 	    3.537 	    0.696 	    1.000
  51.030 	    3.544 	    0.710 	    1.000
  51.040 	    3.551 	    0.725 	    1.000
  51.050 	    3.559 	    0.732 	    1.000
  51.060 	    3.566 	    0.732 	    1.000
  51.070 	    3.573 	    0.732 	    1.000
  51.080 	    3.580 	    0.732 	    1.000
  51.090 	    3.588 	    0.732 	    1.000
