time	 veloc	 accel 
69.68000 	  3.43336 	 -0.94330 	 
69.69000 	  3.42445 	 -0.83878 	 
69.70000 	  3.41659 	 -0.73462 	 
69.71000 	  3.40975 	 -0.63306 	 
69.72000 	  3.40392 	 -0.53360 	 
69.73000 	  3.39908 	 -0.43364 	 
69.74000 	  3.39526 	 -0.32990 	 
69.75000 	  3.39250 	 -0.22022 	 
69.76000 	  3.39087 	 -0.10468 	 
69.77000 	  3.39042 	  0.01426 	 
69.78000 	  3.39116 	  0.13268 	 
69.79000 	  3.39306 	  0.24694 	 
69.80000 	  3.39607 	  0.35511 	 
69.81000 	  3.40014 	  0.45774 	 
69.82000 	  3.40522 	  0.55742 	 
69.83000 	  3.41129 	  0.65743 	 
69.84000 	  3.41838 	  0.75995 	 
69.85000 	  3.42650 	  0.86475 	 
69.86000 	  3.43567 	  0.96899 	 
69.87000 	  3.44586 	  1.06816 	 
69.88000 	  3.45700 	  1.15788 	 
69.89000 	  3.46898 	  1.23575 	 
69.90000 	  3.48168 	  1.30236 	 
69.91000 	  3.49500 	  1.36100 	 
69.92000 	  3.50889 	  1.41594 	 
69.93000 	  3.52332 	  1.47006 	 
69.94000 	  3.53828 	  1.52263 	 
69.95000 	  3.55375 	  1.56838 	 
69.96000 	  3.56960 	  1.59826 	 
69.97000 	  3.58562 	  1.60190 	 
69.98000 	  3.60152 	  1.57088 	 
69.99000 	  3.61691 	  1.50182 	 
70.00000 	  3.63144 	  1.39807 	 
70.01000 	  3.64479 	  1.26938 	 
70.02000 	  3.65679 	  1.12966 	 
70.03000 	  3.66740 	  0.99354 	 
70.04000 	  3.67671 	  0.87282 	 
70.05000 	  3.68493 	  0.77399 	 
70.06000 	  3.69227 	  0.69755 	 
70.07000 	  3.69894 	  0.63912 	 
70.08000 	  3.70509 	  0.59176 	 
70.09000 	  3.71079 	  0.54870 	 
70.10000 	  3.71606 	  0.50534 	 
70.11000 	  3.72089 	  0.46012 	 
70.12000 	  3.72526 	  0.41409 	 
70.13000 	  3.72918 	  0.36950 	 
70.14000 	  3.73266 	  0.32842 	 
70.15000 	  3.73576 	  0.29161 	 
70.16000 	  3.73851 	  0.25833 	 
70.17000 	  3.74093 	  0.22688 	 
70.18000 	  3.74304 	  0.19551 	 
70.19000 	  3.74484 	  0.16318 	 
70.20000 	  3.74630 	  0.12997 	 
70.21000 	  3.74744 	  0.09673 	 
70.22000 	  3.74824 	  0.06448 	 
70.23000 	  3.74873 	  0.03373 	 
70.24000 	  3.74892 	  0.00416 	 
70.25000 	  3.74882 	 -0.02518 	 
70.26000 	  3.74841 	 -0.05538 	 
70.27000 	  3.74770 	 -0.08702 	 
70.28000 	  3.74667 	 -0.11989 	 
70.29000 	  3.74530 	 -0.15307 	 
70.30000 	  3.74361 	 -0.18558 	 
70.31000 	  3.74160 	 -0.21702 	 
70.32000 	  3.73927 	 -0.24803 	 
70.33000 	  3.73663 	 -0.28018 	 
70.34000 	  3.73366 	 -0.31533 	 
70.35000 	  3.73031 	 -0.35463 	 
70.36000 	  3.72655 	 -0.39789 	 
70.37000 	  3.72235 	 -0.44343 	 
70.38000 	  3.71768 	 -0.48890 	 
70.39000 	  3.71257 	 -0.53265 	 
70.40000 	  3.70703 	 -0.57522 	 
70.41000 	  3.70106 	 -0.62016 	 
70.42000 	  3.69460 	 -0.67363 	 
70.43000 	  3.68754 	 -0.74282 	 
70.44000 	  3.67968 	 -0.83333 	 
70.45000 	  3.67079 	 -0.94660 	 
70.46000 	  3.66068 	 -1.07829 	 
70.47000 	  3.64920 	 -1.21829 	 
70.48000 	  3.63633 	 -1.35260 	 
70.49000 	  3.62222 	 -1.46664 	 
70.50000 	  3.60711 	 -1.54881 	 
70.51000 	  3.59137 	 -1.59337 	 
70.52000 	  3.57536 	 -1.60140 	 
70.53000 	  3.55944 	 -1.57983 	 
70.54000 	  3.54383 	 -1.53871 	 
70.55000 	  3.52869 	 -1.48792 	 
70.56000 	  3.51408 	 -1.43424 	 
70.57000 	  3.50001 	 -1.38000 	 
70.58000 	  3.48649 	 -1.32339 	 
70.59000 	  3.47356 	 -1.26034 	 
70.60000 	  3.46132 	 -1.18697 	 
70.61000 	  3.44987 	 -1.10160 	 
70.62000 	  3.43932 	 -1.00562 	 
70.63000 	  3.42978 	 -0.90289 	 
70.64000 	  3.42127 	 -0.79808 	 
70.65000 	  3.41381 	 -0.69482 	 
70.66000 	  3.40737 	 -0.59427 	 
70.67000 	  3.40192 	 -0.49500 	 
70.68000 	  3.39747 	 -0.39394 	 
70.69000 	  3.39406 	 -0.28804 	 
70.70000 	  3.39173 	 -0.17593 	 
70.71000 	  3.39056 	 -0.05867 	 
70.72000 	  3.39056 	  0.06056 	 
70.73000 	  3.39176 	  0.17773 	 
70.74000 	  3.39410 	  0.28972 	 
70.75000 	  3.39753 	  0.39554 	 
70.76000 	  3.40200 	  0.49664 	 
70.77000 	  3.40746 	  0.59608 	 
70.78000 	  3.41392 	  0.69692 	 
70.79000 	  3.42141 	  0.80050 	 
70.80000 	  3.42994 	  0.90555 	 
70.81000 	  3.43951 	  1.00839 	 
70.82000 	  3.45008 	  1.10434 	 
70.83000 	  3.46156 	  1.18958 	 
70.84000 	  3.47383 	  1.26283 	 
70.85000 	  3.48678 	  1.32585 	 
70.86000 	  3.50033 	  1.38257 	 
70.87000 	  3.51443 	  1.43701 	 
70.88000 	  3.52907 	  1.49086 	 
70.89000 	  3.54424 	  1.54165 	 
70.90000 	  3.55987 	  1.58245 	 
70.91000 	  3.57582 	  1.60334 	 
70.92000 	  3.59184 	  1.59429 	 
70.93000 	  3.60758 	  1.54854 	 
70.94000 	  3.62268 	  1.46522 	 
70.95000 	  3.63678 	  1.35032 	 
70.96000 	  3.64962 	  1.21557 	 
70.97000 	  3.66107 	  1.07560 	 
70.98000 	  3.67116 	  0.94431 	 
70.99000 	  3.68002 	  0.83166 	 
71.00000 	  3.68787 	  0.74178 	 
71.01000 	  3.69493 	  0.67306 	 
71.02000 	  3.70138 	  0.61981 	 
71.03000 	  3.70735 	  0.57484 	 
71.04000 	  3.71289 	  0.53204 	 
71.05000 	  3.71799 	  0.48798 	 
71.06000 	  3.72264 	  0.44222 	 
71.07000 	  3.72683 	  0.39646 	 
71.08000 	  3.73058 	  0.35305 	 
71.09000 	  3.73391 	  0.31362 	 
71.10000 	  3.73687 	  0.27834 	 
71.11000 	  3.73949 	  0.24600 	 
71.12000 	  3.74179 	  0.21476 	 
71.13000 	  3.74378 	  0.18308 	 
71.14000 	  3.74545 	  0.15035 	 
71.15000 	  3.74678 	  0.11700 	 
71.16000 	  3.74779 	  0.08404 	 
71.17000 	  3.74847 	  0.05235 	 
71.18000 	  3.74884 	  0.02214 	 
71.19000 	  3.74891 	 -0.00720 	 
71.20000 	  3.74870 	 -0.03676 	 
71.21000 	  3.74818 	 -0.06749 	 
71.22000 	  3.74734 	 -0.09969 	 
71.23000 	  3.74618 	 -0.13280 	 
71.24000 	  3.74468 	 -0.16582 	 
71.25000 	  3.74287 	 -0.19791 	 
71.26000 	  3.74073 	 -0.22904 	 
71.27000 	  3.73828 	 -0.26028 	 
71.28000 	  3.73552 	 -0.29340 	 
71.29000 	  3.73240 	 -0.33008 	 
71.30000 	  3.72890 	 -0.37104 	 
71.31000 	  3.72497 	 -0.41544 	 
71.32000 	  3.72059 	 -0.46123 	 
71.33000 	  3.71575 	 -0.50613 	 
71.34000 	  3.71047 	 -0.54921 	 
71.35000 	  3.70477 	 -0.59211 	 
71.36000 	  3.69862 	 -0.63952 	 
71.37000 	  3.69194 	 -0.69828 	 
71.38000 	  3.68459 	 -0.77526 	 
71.39000 	  3.67636 	 -0.87474 	 
71.40000 	  3.66702 	 -0.99602 	 
71.41000 	  3.65639 	 -1.13242 	 
71.42000 	  3.64436 	 -1.27198 	 
71.43000 	  3.63099 	 -1.40006 	 
71.44000 	  3.61645 	 -1.50282 	 
71.45000 	  3.60105 	 -1.57069 	 
71.46000 	  3.58516 	 -1.60056 	 
71.47000 	  3.56915 	 -1.59602 	 
71.48000 	  3.55332 	 -1.56559 	 
71.49000 	  3.53789 	 -1.51966 	 
71.50000 	  3.52295 	 -1.46717 	 
71.51000 	  3.50855 	 -1.41326 	 
71.52000 	  3.49469 	 -1.35849 	 
71.53000 	  3.48139 	 -1.29990 	 
71.54000 	  3.46872 	 -1.23322 	 
71.55000 	  3.45677 	 -1.15522 	 
71.56000 	  3.44565 	 -1.06540 	 
71.57000 	  3.43549 	 -0.96624 	 
71.58000 	  3.42635 	 -0.86217 	 
71.59000 	  3.41825 	 -0.75765 	 
71.60000 	  3.41119 	 -0.65545 	 
71.61000 	  3.40513 	 -0.55569 	 
71.62000 	  3.40007 	 -0.45613 	 
71.63000 	  3.39602 	 -0.35349 	 
71.64000 	  3.39302 	 -0.24522 	 
71.65000 	  3.39114 	 -0.13084 	 
71.66000 	  3.39042 	 -0.01235 	 
71.67000 	  3.39089 	  0.10654 	 
71.68000 	  3.39254 	  0.22198 	 
71.69000 	  3.39531 	  0.33154 	 
71.70000 	  3.39915 	  0.43523 	 
71.71000 	  3.40400 	  0.53529 	 
71.72000 	  3.40985 	  0.63497 	 
71.73000 	  3.41671 	  0.73685 	 
71.74000 	  3.42460 	  0.84130 	 
71.75000 	  3.43354 	  0.94603 	 
71.76000 	  3.44350 	  1.04674 	 
71.77000 	  3.45444 	  1.13887 	 
71.78000 	  3.46624 	  1.21944 	 
71.79000 	  3.47879 	  1.28835 	 
71.80000 	  3.49198 	  1.34839 	 
71.81000 	  3.50574 	  1.40383 	 
71.82000 	  3.52005 	  1.45804 	 
71.83000 	  3.53490 	  1.51125 	 
71.84000 	  3.55026 	  1.55920 	 
71.85000 	  3.56604 	  1.59352 	 
71.86000 	  3.58205 	  1.60385 	 
71.87000 	  3.59801 	  1.58107 	 
71.88000 	  3.61355 	  1.52044 	 
71.89000 	  3.62829 	  1.42378 	 
71.90000 	  3.64193 	  1.29954 	 
71.91000 	  3.65424 	  1.16098 	 
71.92000 	  3.66515 	  1.02289 	 
71.93000 	  3.67474 	  0.89796 	 
71.94000 	  3.68318 	  0.79400 	 
71.95000 	  3.69070 	  0.71282 	 
71.96000 	  3.69750 	  0.65093 	 
71.97000 	  3.70376 	  0.60173 	 
71.98000 	  3.70955 	  0.55820 	 
71.99000 	  3.71492 	  0.51515 	 
72.00000 	  3.71985 	  0.47034 	 
72.01000 	  3.72433 	  0.42431 	 
72.02000 	  3.72834 	  0.37919 	 
72.03000 	  3.73192 	  0.33721 	 
72.04000 	  3.73510 	  0.29946 	 
72.05000 	  3.73792 	  0.26552 	 
72.06000 	  3.74042 	  0.23383 	 
72.07000 	  3.74260 	  0.20256 	 
72.08000 	  3.74447 	  0.17048 	 
72.09000 	  3.74601 	  0.13742 	 
72.10000 	  3.74721 	  0.10409 	 
72.11000 	  3.74809 	  0.07154 	 
72.12000 	  3.74865 	  0.04045 	 
72.13000 	  3.74890 	  0.01069 	 
72.14000 	  3.74886 	 -0.01860 	 
72.15000 	  3.74853 	 -0.04853 	 
72.16000 	  3.74789 	 -0.07984 	 
72.17000 	  3.74693 	 -0.11250 	 
72.18000 	  3.74564 	 -0.14570 	 
72.19000 	  3.74402 	 -0.17843 	 
72.20000 	  3.74207 	 -0.21009 	 
72.21000 	  3.73982 	 -0.24108 	 
72.22000 	  3.73725 	 -0.27282 	 
72.23000 	  3.73435 	 -0.30716 	 
72.24000 	  3.73109 	 -0.34550 	 
72.25000 	  3.72743 	 -0.38797 	 
72.26000 	  3.72332 	 -0.43320 	 
72.27000 	  3.71876 	 -0.47888 	 
72.28000 	  3.71375 	 -0.52306 	 
72.29000 	  3.70831 	 -0.56570 	 
72.30000 	  3.70243 	 -0.60965 	 
72.31000 	  3.69609 	 -0.66060 	 
72.32000 	  3.68917 	 -0.72570 	 
72.33000 	  3.68151 	 -0.81115 	 
72.34000 	  3.67287 	 -0.91951 	 
72.35000 	  3.66305 	 -1.04779 	 
72.36000 	  3.65188 	 -1.18705 	 
72.37000 	  3.63932 	 -1.32393 	 
72.38000 	  3.62546 	 -1.44365 	 
72.39000 	  3.61054 	 -1.53366 	 
72.40000 	  3.59491 	 -1.58675 	 
72.41000 	  3.57893 	 -1.60250 	 
72.42000 	  3.56297 	 -1.58670 	 
72.43000 	  3.54727 	 -1.54903 	 
72.44000 	  3.53202 	 -1.49966 	 
72.45000 	  3.51729 	 -1.44626 	 
72.46000 	  3.50310 	 -1.39218 	 
72.47000 	  3.48945 	 -1.33641 	 
72.48000 	  3.47639 	 -1.27518 	 
72.49000 	  3.46398 	 -1.20435 	 
72.50000 	  3.45234 	 -1.12164 	 
72.51000 	  3.44159 	 -1.02776 	 
72.52000 	  3.43181 	 -0.92612 	 
72.53000 	  3.42308 	 -0.82140 	 
72.54000 	  3.41538 	 -0.71759 	 
72.55000 	  3.40871 	 -0.61648 	 
72.56000 	  3.40305 	 -0.51716 	 
72.57000 	  3.39837 	 -0.41679 	 
72.58000 	  3.39473 	 -0.31217 	 
72.59000 	  3.39215 	 -0.20144 	 
72.60000 	  3.39072 	 -0.08511 	 
72.61000 	  3.39046 	  0.03402 	 
72.62000 	  3.39139 	  0.15198 	 
72.63000 	  3.39348 	  0.26530 	 
72.64000 	  3.39668 	  0.37245 	 
72.65000 	  3.40091 	  0.47437 	 
72.66000 	  3.40616 	  0.57389 	 
72.67000 	  3.41240 	  0.67422 	 
72.68000 	  3.41965 	  0.77720 	 
72.69000 	  3.42795 	  0.88217 	 
72.70000 	  3.43729 	  0.98590 	 
72.71000 	  3.44764 	  1.08378 	 
72.72000 	  3.45893 	  1.17163 	 
72.73000 	  3.47104 	  1.24750 	 
72.74000 	  3.48384 	  1.31251 	 
72.75000 	  3.49726 	  1.37025 	 
72.76000 	  3.51124 	  1.42493 	 
72.77000 	  3.52576 	  1.47896 	 
72.78000 	  3.54081 	  1.53089 	 
72.79000 	  3.55635 	  1.57471 	 
72.80000 	  3.57225 	  1.60095 	 
72.81000 	  3.58828 	  1.59932 	 
72.82000 	  3.60412 	  1.56206 	 
72.83000 	  3.61939 	  1.48684 	 
72.84000 	  3.63374 	  1.37813 	 
72.85000 	  3.64688 	  1.24658 	 
72.86000 	  3.65864 	  1.10649 	 
72.87000 	  3.66903 	  0.97222 	 
72.88000 	  3.67814 	  0.85484 	 
72.89000 	  3.68620 	  0.75984 	 
72.90000 	  3.69341 	  0.68680 	 
72.91000 	  3.69999 	  0.63071 	 
72.92000 	  3.70606 	  0.58449 	 
72.93000 	  3.71169 	  0.54161 	 
72.94000 	  3.71689 	  0.49797 	 
72.95000 	  3.72164 	  0.45250 	 
72.96000 	  3.72594 	  0.40653 	 
72.97000 	  3.72978 	  0.36241 	 
72.98000 	  3.73320 	  0.32203 	 
72.99000 	  3.73624 	  0.28589 	 
73.00000 	  3.73893 	  0.25305 	 
73.01000 	  3.74130 	  0.22172 	 
73.02000 	  3.74336 	  0.19023 	 
73.03000 	  3.74510 	  0.15773 	 
73.04000 	  3.74651 	  0.12444 	 
73.05000 	  3.74759 	  0.09130 	 
73.06000 	  3.74834 	  0.05928 	 
73.07000 	  3.74878 	  0.02877 	 
73.08000 	  3.74892 	 -0.00068 	 
73.09000 	  3.74877 	 -0.03010 	 
73.10000 	  3.74832 	 -0.06051 	 
73.11000 	  3.74755 	 -0.09240 	 
73.12000 	  3.74647 	 -0.12539 	 
73.13000 	  3.74505 	 -0.15853 	 
73.14000 	  3.74330 	 -0.19086 	 
73.15000 	  3.74123 	 -0.22215 	 
73.16000 	  3.73886 	 -0.25322 	 
73.17000 	  3.73616 	 -0.28576 	 
73.18000 	  3.73313 	 -0.32154 	 
73.19000 	  3.72972 	 -0.36156 	 
73.20000 	  3.72589 	 -0.40534 	 
73.21000 	  3.72161 	 -0.45103 	 
73.22000 	  3.71687 	 -0.49628 	 
73.23000 	  3.71169 	 -0.53973 	 
73.24000 	  3.70608 	 -0.58237 	 
73.25000 	  3.70003 	 -0.62823 	 
73.26000 	  3.69348 	 -0.68383 	 
73.27000 	  3.68630 	 -0.75624 	 
73.28000 	  3.67828 	 -0.85056 	 
73.29000 	  3.66921 	 -0.96735 	 
73.30000 	  3.65888 	 -1.10126 	 
73.31000 	  3.64716 	 -1.24134 	 
73.32000 	  3.63408 	 -1.37327 	 
73.33000 	  3.61977 	 -1.48269 	 
73.34000 	  3.60453 	 -1.55885 	 
73.35000 	  3.58872 	 -1.59711 	 
73.36000 	  3.57271 	 -1.59963 	 
73.37000 	  3.55682 	 -1.57408 	 
73.38000 	  3.54129 	 -1.53073 	 
73.39000 	  3.52624 	 -1.47910 	 
73.40000 	  3.51171 	 -1.42530 	 
73.41000 	  3.49773 	 -1.37088 	 
73.42000 	  3.48431 	 -1.31351 	 
73.43000 	  3.47149 	 -1.24898 	 
73.44000 	  3.45936 	 -1.17366 	 
73.45000 	  3.44805 	 -1.08635 	 
73.46000 	  3.43767 	 -0.98894 	 
73.47000 	  3.42829 	 -0.88554 	 
73.48000 	  3.41996 	 -0.78080 	 
73.49000 	  3.41267 	 -0.67798 	 
73.50000 	  3.40639 	 -0.57780 	 
73.51000 	  3.40111 	 -0.47847 	 
73.52000 	  3.39683 	 -0.37679 	 
73.53000 	  3.39359 	 -0.26990 	 
73.54000 	  3.39146 	 -0.15679 	 
73.55000 	  3.39047 	 -0.03894 	 
73.56000 	  3.39068 	  0.08022 	 
73.57000 	  3.39207 	  0.19671 	 
73.58000 	  3.39460 	  0.30767 	 
73.59000 	  3.39820 	  0.41254 	 
73.60000 	  3.40283 	  0.51314 	 
73.61000 	  3.40846 	  0.61263 	 
73.62000 	  3.41509 	  0.71389 	 
73.63000 	  3.42275 	  0.81788 	 
73.64000 	  3.43145 	  0.92286 	 
73.65000 	  3.44120 	  1.02489 	 
73.66000 	  3.45193 	  1.11928 	 
73.67000 	  3.46354 	  1.20254 	 
73.68000 	  3.47594 	  1.27389 	 
73.69000 	  3.48899 	  1.33557 	 
73.70000 	  3.50263 	  1.39166 	 
73.71000 	  3.51682 	  1.44599 	 
73.72000 	  3.53155 	  1.49962 	 
73.73000 	  3.54680 	  1.54935 	 
73.74000 	  3.56250 	  1.58757 	 
73.75000 	  3.57848 	  1.60414 	 
73.76000 	  3.59447 	  1.58935 	 
73.77000 	  3.61014 	  1.53725 	 
73.78000 	  3.62509 	  1.44811 	 
73.79000 	  3.63900 	  1.32899 	 
73.80000 	  3.65162 	  1.19234 	 
73.81000 	  3.66284 	  1.05291 	 
73.82000 	  3.67271 	  0.92417 	 
73.83000 	  3.68139 	  0.81517 	 
73.84000 	  3.68909 	  0.72905 	 
73.85000 	  3.69604 	  0.66336 	 
73.86000 	  3.70240 	  0.61197 	 
73.87000 	  3.70830 	  0.56772 	 
73.88000 	  3.71376 	  0.52487 	 
73.89000 	  3.71879 	  0.48049 	 
73.90000 	  3.72337 	  0.43457 	 
73.91000 	  3.72748 	  0.38904 	 
73.92000 	  3.73116 	  0.34621 	 
73.93000 	  3.73442 	  0.30751 	 
73.94000 	  3.73732 	  0.27282 	 
73.95000 	  3.73989 	  0.24080 	 
73.96000 	  3.74214 	  0.20957 	 
73.97000 	  3.74408 	  0.17773 	 
73.98000 	  3.74569 	  0.14484 	 
73.99000 	  3.74697 	  0.11148 	 
74.00000 	  3.74792 	  0.07868 	 
74.01000 	  3.74855 	  0.04725 	 
74.02000 	  3.74887 	  0.01725 	 
74.03000 	  3.74890 	 -0.01205 	 
74.04000 	  3.74863 	 -0.04175 	 
74.05000 	  3.74806 	 -0.07273 	 
74.06000 	  3.74717 	 -0.10514 	 
74.07000 	  3.74595 	 -0.13831 	 
74.08000 	  3.74441 	 -0.17122 	 
74.09000 	  3.74253 	 -0.20312 	 
74.10000 	  3.74035 	 -0.23417 	 
74.11000 	  3.73785 	 -0.26559 	 
74.12000 	  3.73503 	 -0.29919 	 
74.13000 	  3.73185 	 -0.33658 	 
74.14000 	  3.72828 	 -0.37820 	 
74.15000 	  3.72428 	 -0.42300 	 
74.16000 	  3.71982 	 -0.46878 	 
74.17000 	  3.71491 	 -0.51339 	 
74.18000 	  3.70956 	 -0.55624 	 
74.19000 	  3.70378 	 -0.59949 	 
74.20000 	  3.69755 	 -0.64828 	 
74.21000 	  3.69077 	 -0.70961 	 
74.22000 	  3.68329 	 -0.79014 	 
74.23000 	  3.67489 	 -0.89343 	 
74.24000 	  3.66535 	 -1.01785 	 
74.25000 	  3.65449 	 -1.15570 	 
74.26000 	  3.64224 	 -1.29440 	 
74.27000 	  3.62865 	 -1.41916 	 
74.28000 	  3.61394 	 -1.51665 	 
74.29000 	  3.59844 	 -1.57825 	 
74.30000 	  3.58251 	 -1.60200 	 
74.31000 	  3.56651 	 -1.59249 	 
74.32000 	  3.55074 	 -1.55878 	 
74.33000 	  3.53538 	 -1.51122 	 
74.34000 	  3.52053 	 -1.45827 	 
74.35000 	  3.50622 	 -1.40429 	 
74.36000 	  3.49245 	 -1.34915 	 
74.37000 	  3.47925 	 -1.28952 	 
74.38000 	  3.46669 	 -1.22113 	 
74.39000 	  3.45486 	 -1.14112 	 
74.40000 	  3.44390 	 -1.04951 	 
74.41000 	  3.43390 	 -0.94921 	 
74.42000 	  3.42493 	 -0.84478 	 
74.43000 	  3.41701 	 -0.74052 	 
74.44000 	  3.41011 	 -0.63879 	 
74.45000 	  3.40422 	 -0.53927 	 
74.46000 	  3.39933 	 -0.43942 	 
74.47000 	  3.39545 	 -0.33598 	 
74.48000 	  3.39263 	 -0.22666 	 
74.49000 	  3.39093 	 -0.11141 	 
74.50000 	  3.39041 	  0.00743 	 
74.51000 	  3.39108 	  0.12600 	 
74.52000 	  3.39292 	  0.24057 	 
74.53000 	  3.39587 	  0.34909 	 
74.54000 	  3.39988 	  0.45198 	 
74.55000 	  3.40490 	  0.55174 	 
74.56000 	  3.41092 	  0.65166 	 
74.57000 	  3.41794 	  0.75401 	 
74.58000 	  3.42601 	  0.85873 	 
74.59000 	  3.43512 	  0.96312 	 
74.60000 	  3.44525 	  1.06271 	 
74.61000 	  3.45634 	  1.15306 	 
74.62000 	  3.46827 	  1.23162 	 
74.63000 	  3.48093 	  1.29880 	 
74.64000 	  3.49422 	  1.35778 	 
74.65000 	  3.50808 	  1.41284 	 
74.66000 	  3.52248 	  1.46698 	 
74.67000 	  3.53741 	  1.51974 	 
74.68000 	  3.55285 	  1.56609 	 
74.69000 	  3.56868 	  1.59717 	 
74.70000 	  3.58471 	  1.60256 	 
74.71000 	  3.60062 	  1.57367 	 
74.72000 	  3.61605 	  1.50677 	 
74.73000 	  3.63064 	  1.40479 	 
74.74000 	  3.64406 	  1.27717 	 
74.75000 	  3.65614 	  1.13768 	 
74.76000 	  3.66683 	  1.00100 	 
74.77000 	  3.67621 	  0.87916 	 
74.78000 	  3.68448 	  0.77901 	 
74.79000 	  3.69187 	  0.70138 	 
74.80000 	  3.69857 	  0.64209 	 
74.81000 	  3.70475 	  0.59430 	 
74.82000 	  3.71047 	  0.55114 	 
74.83000 	  3.71577 	  0.50786 	 
74.84000 	  3.72062 	  0.46275 	 
74.85000 	  3.72502 	  0.41670 	 
74.86000 	  3.72896 	  0.37197 	 
74.87000 	  3.73247 	  0.33065 	 
74.88000 	  3.73559 	  0.29360 	 
74.89000 	  3.73836 	  0.26017 	 
74.90000 	  3.74080 	  0.22867 	 
74.91000 	  3.74293 	  0.19732 	 
74.92000 	  3.74474 	  0.16506 	 
74.93000 	  3.74623 	  0.13188 	 
74.94000 	  3.74738 	  0.09862 	 
74.95000 	  3.74820 	  0.06629 	 
74.96000 	  3.74871 	  0.03545 	 
74.97000 	  3.74892 	  0.00584 	 
74.98000 	  3.74883 	 -0.02348 	 
74.99000 	  3.74845 	 -0.05361 	 
75.00000 	  3.74775 	 -0.08517 	 
75.01000 	  3.74674 	 -0.11799 	 
75.02000 	  3.74539 	 -0.15118 	 
75.03000 	  3.74372 	 -0.18375 	 
75.04000 	  3.74172 	 -0.21524 	 
75.05000 	  3.73941 	 -0.24624 	 
75.06000 	  3.73679 	 -0.27828 	 
75.07000 	  3.73384 	 -0.31321 	 
75.08000 	  3.73051 	 -0.35227 	 
75.09000 	  3.72678 	 -0.39533 	 
75.10000 	  3.72260 	 -0.44080 	 
75.11000 	  3.71796 	 -0.48633 	 
75.12000 	  3.71288 	 -0.53020 	 
75.13000 	  3.70736 	 -0.57277 	 
75.14000 	  3.70142 	 -0.61743 	 
75.15000 	  3.69499 	 -0.67022 	 
75.16000 	  3.68796 	 -0.73833 	 
75.17000 	  3.68015 	 -0.82753 	 
75.18000 	  3.67133 	 -0.93956 	 
75.19000 	  3.66130 	 -1.07042 	 
75.20000 	  3.64989 	 -1.21030 	 
75.21000 	  3.63711 	 -1.34534 	 
75.22000 	  3.62305 	 -1.46089 	 
75.23000 	  3.60799 	 -1.54511 	 
75.24000 	  3.59228 	 -1.59185 	 
75.25000 	  3.57628 	 -1.60183 	 
75.26000 	  3.56034 	 -1.58169 	 
75.27000 	  3.54471 	 -1.54140 	 
75.28000 	  3.52955 	 -1.49094 	 
75.29000 	  3.51490 	 -1.43733 	 
75.30000 	  3.50080 	 -1.38314 	 
75.31000 	  3.48725 	 -1.32676 	 
75.32000 	  3.47429 	 -1.26420 	 
75.33000 	  3.46200 	 -1.19149 	 
75.34000 	  3.45050 	 -1.10680 	 
75.35000 	  3.43990 	 -1.01134 	 
75.36000 	  3.43029 	 -0.90886 	 
75.37000 	  3.42173 	 -0.80406 	 
75.38000 	  3.41421 	 -0.70065 	 
75.39000 	  3.40771 	 -0.59996 	 
75.40000 	  3.40220 	 -0.50069 	 
75.41000 	  3.39770 	 -0.39982 	 
75.42000 	  3.39422 	 -0.29426 	 
75.43000 	  3.39183 	 -0.18250 	 
75.44000 	  3.39059 	 -0.06546 	 
75.45000 	  3.39053 	  0.05376 	 
75.46000 	  3.39166 	  0.17115 	 
75.47000 	  3.39394 	  0.28349 	 
75.48000 	  3.39731 	  0.38964 	 
75.49000 	  3.40171 	  0.49093 	 
75.50000 	  3.40712 	  0.59039 	 
75.51000 	  3.41353 	  0.69108 	 
75.52000 	  3.42095 	  0.79451 	 
75.53000 	  3.42942 	  0.89956 	 
75.54000 	  3.43894 	  1.00266 	 
75.55000 	  3.44945 	  1.09912 	 
75.56000 	  3.46088 	  1.18503 	 
75.57000 	  3.47311 	  1.25895 	 
75.58000 	  3.48603 	  1.32246 	 
75.59000 	  3.49954 	  1.37942 	 
75.60000 	  3.51361 	  1.43392 	 
75.61000 	  3.52822 	  1.48782 	 
75.62000 	  3.54336 	  1.53893 	 
75.63000 	  3.55897 	  1.58055 	 
75.64000 	  3.57490 	  1.60286 	 
75.65000 	  3.59092 	  1.59575 	 
75.66000 	  3.60670 	  1.55219 	 
75.67000 	  3.62184 	  1.47092 	 
75.68000 	  3.63601 	  1.35756 	 
75.69000 	  3.64892 	  1.22356 	 
75.70000 	  3.66046 	  1.08348 	 
75.71000 	  3.67062 	  0.95138 	 
75.72000 	  3.67955 	  0.83749 	 
75.73000 	  3.68745 	  0.74631 	 
75.74000 	  3.69454 	  0.67651 	 
75.75000 	  3.70103 	  0.62256 	 
75.76000 	  3.70702 	  0.57730 	 
75.77000 	  3.71258 	  0.53450 	 
75.78000 	  3.71771 	  0.49055 	 
75.79000 	  3.72239 	  0.44486 	 
75.80000 	  3.72661 	  0.39903 	 
75.81000 	  3.73038 	  0.35543 	 
75.82000 	  3.73373 	  0.31576 	 
75.83000 	  3.73671 	  0.28026 	 
75.84000 	  3.73934 	  0.24780 	 
75.85000 	  3.74167 	  0.21655 	 
75.86000 	  3.74367 	  0.18492 	 
75.87000 	  3.74536 	  0.15225 	 
75.88000 	  3.74672 	  0.11891 	 
75.89000 	  3.74774 	  0.08590 	 
