time	 veloc	 accel 
40.33000 	  3.45473 	 -1.14012 	 
40.34000 	  3.44378 	 -1.04838 	 
40.35000 	  3.43379 	 -0.94801 	 
40.36000 	  3.42483 	 -0.84355 	 
40.37000 	  3.41692 	 -0.73932 	 
40.38000 	  3.41004 	 -0.63762 	 
40.39000 	  3.40416 	 -0.53811 	 
40.40000 	  3.39928 	 -0.43825 	 
40.41000 	  3.39541 	 -0.33475 	 
40.42000 	  3.39260 	 -0.22535 	 
40.43000 	  3.39092 	 -0.11004 	 
40.44000 	  3.39041 	  0.00882 	 
40.45000 	  3.39110 	  0.12736 	 
40.46000 	  3.39295 	  0.24187 	 
40.47000 	  3.39591 	  0.35032 	 
40.48000 	  3.39993 	  0.45315 	 
40.49000 	  3.40497 	  0.55290 	 
40.50000 	  3.41099 	  0.65284 	 
40.51000 	  3.41803 	  0.75522 	 
40.52000 	  3.42611 	  0.85996 	 
40.53000 	  3.43523 	  0.96432 	 
40.54000 	  3.44538 	  1.06382 	 
40.55000 	  3.45647 	  1.15405 	 
40.56000 	  3.46842 	  1.23246 	 
40.57000 	  3.48109 	  1.29953 	 
40.58000 	  3.49438 	  1.35844 	 
40.59000 	  3.50824 	  1.41347 	 
40.60000 	  3.52265 	  1.46761 	 
40.61000 	  3.53759 	  1.52033 	 
40.62000 	  3.55303 	  1.56656 	 
40.63000 	  3.56887 	  1.59740 	 
40.64000 	  3.58489 	  1.60244 	 
40.65000 	  3.60080 	  1.57312 	 
40.66000 	  3.61623 	  1.50577 	 
40.67000 	  3.63080 	  1.40343 	 
40.68000 	  3.64421 	  1.27559 	 
40.69000 	  3.65627 	  1.13605 	 
40.70000 	  3.66694 	  0.99948 	 
40.71000 	  3.67631 	  0.87786 	 
40.72000 	  3.68457 	  0.77798 	 
40.73000 	  3.69195 	  0.70060 	 
40.74000 	  3.69865 	  0.64149 	 
40.75000 	  3.70482 	  0.59378 	 
40.76000 	  3.71054 	  0.55064 	 
40.77000 	  3.71583 	  0.50735 	 
40.78000 	  3.72068 	  0.46222 	 
40.79000 	  3.72507 	  0.41617 	 
40.80000 	  3.72901 	  0.37147 	 
40.81000 	  3.73251 	  0.33020 	 
40.82000 	  3.73562 	  0.29320 	 
40.83000 	  3.73839 	  0.25979 	 
40.84000 	  3.74083 	  0.22830 	 
40.85000 	  3.74295 	  0.19695 	 
40.86000 	  3.74476 	  0.16468 	 
40.87000 	  3.74624 	  0.13150 	 
40.88000 	  3.74739 	  0.09823 	 
40.89000 	  3.74821 	  0.06592 	 
40.90000 	  3.74872 	  0.03510 	 
40.91000 	  3.74892 	  0.00550 	 
40.92000 	  3.74883 	 -0.02383 	 
40.93000 	  3.74844 	 -0.05397 	 
40.94000 	  3.74774 	 -0.08555 	 
40.95000 	  3.74672 	 -0.11838 	 
40.96000 	  3.74537 	 -0.15157 	 
40.97000 	  3.74369 	 -0.18412 	 
40.98000 	  3.74169 	 -0.21560 	 
40.99000 	  3.73938 	 -0.24660 	 
41.00000 	  3.73676 	 -0.27867 	 
41.01000 	  3.73380 	 -0.31364 	 
41.02000 	  3.73047 	 -0.35275 	 
41.03000 	  3.72673 	 -0.39585 	 
41.04000 	  3.72255 	 -0.44134 	 
41.05000 	  3.71791 	 -0.48686 	 
41.06000 	  3.71282 	 -0.53070 	 
41.07000 	  3.70730 	 -0.57327 	 
41.08000 	  3.70134 	 -0.61798 	 
41.09000 	  3.69491 	 -0.67091 	 
41.10000 	  3.68787 	 -0.73924 	 
41.11000 	  3.68005 	 -0.82870 	 
41.12000 	  3.67122 	 -0.94099 	 
41.13000 	  3.66117 	 -1.07202 	 
41.14000 	  3.64975 	 -1.21193 	 
41.15000 	  3.63695 	 -1.34682 	 
41.16000 	  3.62288 	 -1.46207 	 
41.17000 	  3.60781 	 -1.54587 	 
41.18000 	  3.59209 	 -1.59217 	 
41.19000 	  3.57609 	 -1.60175 	 
41.20000 	  3.56016 	 -1.58131 	 
41.21000 	  3.54453 	 -1.54086 	 
41.22000 	  3.52937 	 -1.49033 	 
41.23000 	  3.51474 	 -1.43670 	 
41.24000 	  3.50064 	 -1.38250 	 
41.25000 	  3.48709 	 -1.32608 	 
41.26000 	  3.47414 	 -1.26342 	 
41.27000 	  3.46186 	 -1.19057 	 
41.28000 	  3.45037 	 -1.10574 	 
41.29000 	  3.43978 	 -1.01017 	 
41.30000 	  3.43019 	 -0.90764 	 
41.31000 	  3.42164 	 -0.80284 	 
41.32000 	  3.41413 	 -0.69946 	 
41.33000 	  3.40764 	 -0.59880 	 
41.34000 	  3.40215 	 -0.49953 	 
41.35000 	  3.39765 	 -0.39863 	 
41.36000 	  3.39419 	 -0.29300 	 
41.37000 	  3.39181 	 -0.18117 	 
41.38000 	  3.39058 	 -0.06408 	 
41.39000 	  3.39054 	  0.05514 	 
41.40000 	  3.39168 	  0.17249 	 
41.41000 	  3.39397 	  0.28476 	 
41.42000 	  3.39735 	  0.39084 	 
41.43000 	  3.40177 	  0.49210 	 
41.44000 	  3.40719 	  0.59155 	 
41.45000 	  3.41361 	  0.69227 	 
41.46000 	  3.42104 	  0.79573 	 
41.47000 	  3.42953 	  0.90078 	 
41.48000 	  3.43905 	  1.00383 	 
41.49000 	  3.44958 	  1.10018 	 
41.50000 	  3.46102 	  1.18596 	 
41.51000 	  3.47326 	  1.25974 	 
41.52000 	  3.48618 	  1.32315 	 
41.53000 	  3.49970 	  1.38006 	 
41.54000 	  3.51378 	  1.43455 	 
41.55000 	  3.52839 	  1.48844 	 
41.56000 	  3.54353 	  1.53949 	 
41.57000 	  3.55915 	  1.58095 	 
41.58000 	  3.57509 	  1.60297 	 
41.59000 	  3.59111 	  1.59546 	 
41.60000 	  3.60688 	  1.55145 	 
41.61000 	  3.62201 	  1.46977 	 
41.62000 	  3.63616 	  1.35609 	 
41.63000 	  3.64907 	  1.22193 	 
41.64000 	  3.66058 	  1.08188 	 
41.65000 	  3.67073 	  0.94994 	 
41.66000 	  3.67964 	  0.83630 	 
41.67000 	  3.68753 	  0.74538 	 
41.68000 	  3.69462 	  0.67580 	 
41.69000 	  3.70110 	  0.62200 	 
41.70000 	  3.70709 	  0.57680 	 
41.71000 	  3.71265 	  0.53400 	 
41.72000 	  3.71777 	  0.49003 	 
41.73000 	  3.72244 	  0.44432 	 
41.74000 	  3.72665 	  0.39851 	 
41.75000 	  3.73042 	  0.35494 	 
41.76000 	  3.73377 	  0.31532 	 
41.77000 	  3.73674 	  0.27987 	 
41.78000 	  3.73937 	  0.24744 	 
41.79000 	  3.74169 	  0.21619 	 
41.80000 	  3.74370 	  0.18454 	 
41.81000 	  3.74538 	  0.15186 	 
41.82000 	  3.74673 	  0.11852 	 
41.83000 	  3.74775 	  0.08552 	 
41.84000 	  3.74844 	  0.05376 	 
41.85000 	  3.74883 	  0.02349 	 
41.86000 	  3.74892 	 -0.00587 	 
41.87000 	  3.74871 	 -0.03539 	 
41.88000 	  3.74821 	 -0.06606 	 
41.89000 	  3.74739 	 -0.09820 	 
41.90000 	  3.74624 	 -0.13129 	 
41.91000 	  3.74476 	 -0.16434 	 
41.92000 	  3.74295 	 -0.19647 	 
41.93000 	  3.74083 	 -0.22764 	 
41.94000 	  3.73840 	 -0.25883 	 
41.95000 	  3.73565 	 -0.29182 	 
41.96000 	  3.73255 	 -0.32832 	 
41.97000 	  3.72907 	 -0.36908 	 
41.98000 	  3.72516 	 -0.41337 	 
41.99000 	  3.72080 	 -0.45915 	 
42.00000 	  3.71598 	 -0.50413 	 
42.01000 	  3.71072 	 -0.54727 	 
42.02000 	  3.70504 	 -0.59010 	 
42.03000 	  3.69891 	 -0.63717 	 
42.04000 	  3.69226 	 -0.69525 	 
42.05000 	  3.68494 	 -0.77128 	 
42.06000 	  3.67676 	 -0.86971 	 
42.07000 	  3.66747 	 -0.99010 	 
42.08000 	  3.65690 	 -1.12603 	 
42.09000 	  3.64494 	 -1.26576 	 
42.10000 	  3.63162 	 -1.39469 	 
42.11000 	  3.61713 	 -1.49885 	 
42.12000 	  3.60176 	 -1.56843 	 
42.13000 	  3.58589 	 -1.60000 	 
42.14000 	  3.56988 	 -1.59686 	 
42.15000 	  3.55404 	 -1.56739 	 
42.16000 	  3.53858 	 -1.52195 	 
42.17000 	  3.52362 	 -1.46962 	 
42.18000 	  3.50919 	 -1.41572 	 
42.19000 	  3.49531 	 -1.36103 	 
42.20000 	  3.48199 	 -1.30271 	 
42.21000 	  3.46928 	 -1.23648 	 
42.22000 	  3.45729 	 -1.15903 	 
42.23000 	  3.44614 	 -1.06972 	 
42.24000 	  3.43593 	 -0.97090 	 
42.25000 	  3.42674 	 -0.86695 	 
42.26000 	  3.41859 	 -0.76237 	 
42.27000 	  3.41148 	 -0.66004 	 
42.28000 	  3.40539 	 -0.56021 	 
42.29000 	  3.40028 	 -0.46071 	 
42.30000 	  3.39618 	 -0.35827 	 
42.31000 	  3.39313 	 -0.25029 	 
42.32000 	  3.39120 	 -0.13616 	 
42.33000 	  3.39042 	 -0.01779 	 
42.34000 	  3.39084 	  0.10118 	 
42.35000 	  3.39244 	  0.21684 	 
42.36000 	  3.39516 	  0.32669 	 
42.37000 	  3.39895 	  0.43061 	 
42.38000 	  3.40376 	  0.53077 	 
42.39000 	  3.40956 	  0.63040 	 
42.40000 	  3.41637 	  0.73215 	 
42.41000 	  3.42422 	  0.83651 	 
42.42000 	  3.43311 	  0.94131 	 
42.43000 	  3.44303 	  1.04231 	 
42.44000 	  3.45392 	  1.13492 	 
42.45000 	  3.46569 	  1.21603 	 
42.46000 	  3.47821 	  1.28543 	 
42.47000 	  3.49137 	  1.34579 	 
42.48000 	  3.50511 	  1.40135 	 
42.49000 	  3.51939 	  1.45558 	 
42.50000 	  3.53421 	  1.50889 	 
42.51000 	  3.54955 	  1.55724 	 
42.52000 	  3.56532 	  1.59240 	 
42.53000 	  3.58132 	  1.60405 	 
42.54000 	  3.59729 	  1.58291 	 
42.55000 	  3.61285 	  1.52403 	 
42.56000 	  3.62765 	  1.42887 	 
42.57000 	  3.64134 	  1.30562 	 
42.58000 	  3.65371 	  1.16739 	 
42.59000 	  3.66468 	  1.02897 	 
42.60000 	  3.67433 	  0.90323 	 
42.61000 	  3.68282 	  0.79823 	 
42.62000 	  3.69037 	  0.71605 	 
42.63000 	  3.69720 	  0.65341 	 
42.64000 	  3.70348 	  0.60380 	 
42.65000 	  3.70930 	  0.56015 	 
42.66000 	  3.71469 	  0.51715 	 
42.67000 	  3.71964 	  0.47242 	 
42.68000 	  3.72413 	  0.42640 	 
42.69000 	  3.72817 	  0.38119 	 
42.70000 	  3.73177 	  0.33903 	 
42.71000 	  3.73496 	  0.30109 	 
42.72000 	  3.73780 	  0.26700 	 
42.73000 	  3.74031 	  0.23525 	 
42.74000 	  3.74251 	  0.20400 	 
42.75000 	  3.74439 	  0.17197 	 
42.76000 	  3.74594 	  0.13894 	 
42.77000 	  3.74717 	  0.10560 	 
42.78000 	  3.74806 	  0.07300 	 
42.79000 	  3.74863 	  0.04184 	 
42.80000 	  3.74890 	  0.01203 	 
42.81000 	  3.74887 	 -0.01726 	 
42.82000 	  3.74855 	 -0.04714 	 
42.83000 	  3.74793 	 -0.07838 	 
42.84000 	  3.74698 	 -0.11099 	 
42.85000 	  3.74570 	 -0.14420 	 
42.86000 	  3.74410 	 -0.17696 	 
42.87000 	  3.74217 	 -0.20867 	 
42.88000 	  3.73993 	 -0.23967 	 
42.89000 	  3.73737 	 -0.27133 	 
42.90000 	  3.73449 	 -0.30551 	 
42.91000 	  3.73125 	 -0.34366 	 
42.92000 	  3.72760 	 -0.38596 	 
42.93000 	  3.72352 	 -0.43111 	 
42.94000 	  3.71898 	 -0.47682 	 
42.95000 	  3.71399 	 -0.52109 	 
42.96000 	  3.70856 	 -0.56377 	 
42.97000 	  3.70271 	 -0.60755 	 
42.98000 	  3.69639 	 -0.65803 	 
42.99000 	  3.68950 	 -0.72233 	 
43.00000 	  3.68188 	 -0.80676 	 
43.01000 	  3.67329 	 -0.91410 	 
43.02000 	  3.66353 	 -1.04162 	 
43.03000 	  3.65242 	 -1.18065 	 
43.04000 	  3.63992 	 -1.31796 	 
43.05000 	  3.62612 	 -1.43876 	 
43.06000 	  3.61124 	 -1.53033 	 
43.07000 	  3.59563 	 -1.58517 	 
43.08000 	  3.57966 	 -1.60253 	 
43.09000 	  3.56369 	 -1.58798 	 
43.10000 	  3.54798 	 -1.55107 	 
43.11000 	  3.53271 	 -1.50204 	 
43.12000 	  3.51795 	 -1.44872 	 
43.13000 	  3.50373 	 -1.39466 	 
43.14000 	  3.49006 	 -1.33903 	 
43.15000 	  3.47697 	 -1.27814 	 
43.16000 	  3.46453 	 -1.20783 	 
43.17000 	  3.45285 	 -1.12567 	 
43.18000 	  3.44206 	 -1.03224 	 
43.19000 	  3.43224 	 -0.93085 	 
43.20000 	  3.42345 	 -0.82617 	 
43.21000 	  3.41571 	 -0.72227 	 
43.22000 	  3.40900 	 -0.62103 	 
43.23000 	  3.40328 	 -0.52168 	 
43.24000 	  3.39857 	 -0.42143 	 
43.25000 	  3.39487 	 -0.31706 	 
43.26000 	  3.39224 	 -0.20662 	 
43.27000 	  3.39076 	 -0.09049 	 
43.28000 	  3.39044 	  0.02859 	 
43.29000 	  3.39132 	  0.14669 	 
43.30000 	  3.39336 	  0.26028 	 
43.31000 	  3.39651 	  0.36770 	 
43.32000 	  3.40070 	  0.46981 	 
43.33000 	  3.40590 	  0.56936 	 
43.34000 	  3.41209 	  0.66960 	 
43.35000 	  3.41930 	  0.77245 	 
43.36000 	  3.42755 	  0.87738 	 
43.37000 	  3.43684 	  0.98127 	 
43.38000 	  3.44715 	  1.07952 	 
43.39000 	  3.45840 	  1.16788 	 
43.40000 	  3.47047 	  1.24430 	 
43.41000 	  3.48325 	  1.30974 	 
43.42000 	  3.49664 	  1.36772 	 
43.43000 	  3.51059 	  1.42246 	 
43.44000 	  3.52509 	  1.47652 	 
43.45000 	  3.54012 	  1.52864 	 
43.46000 	  3.55563 	  1.57301 	 
43.47000 	  3.57152 	  1.60029 	 
43.48000 	  3.58755 	  1.60013 	 
43.49000 	  3.60340 	  1.56459 	 
43.50000 	  3.61871 	  1.49105 	 
43.51000 	  3.63311 	  1.38368 	 
43.52000 	  3.64631 	  1.25287 	 
43.53000 	  3.65814 	  1.11284 	 
43.54000 	  3.66858 	  0.97804 	 
43.55000 	  3.67775 	  0.85972 	 
43.56000 	  3.68585 	  0.76367 	 
43.57000 	  3.69310 	  0.68970 	 
43.58000 	  3.69970 	  0.63299 	 
43.59000 	  3.70580 	  0.58648 	 
43.60000 	  3.71144 	  0.54356 	 
43.61000 	  3.71666 	  0.50000 	 
43.62000 	  3.72144 	  0.45460 	 
43.63000 	  3.72575 	  0.40860 	 
43.64000 	  3.72962 	  0.36435 	 
43.65000 	  3.73305 	  0.32377 	 
43.66000 	  3.73611 	  0.28745 	 
43.67000 	  3.73881 	  0.25449 	 
43.68000 	  3.74120 	  0.22314 	 
43.69000 	  3.74328 	  0.19168 	 
43.70000 	  3.74503 	  0.15923 	 
43.71000 	  3.74646 	  0.12596 	 
43.72000 	  3.74755 	  0.09279 	 
43.73000 	  3.74832 	  0.06070 	 
43.74000 	  3.74877 	  0.03013 	 
43.75000 	  3.74892 	  0.00065 	 
43.76000 	  3.74878 	 -0.02874 	 
43.77000 	  3.74835 	 -0.05910 	 
43.78000 	  3.74760 	 -0.09092 	 
43.79000 	  3.74652 	 -0.12388 	 
43.80000 	  3.74512 	 -0.15703 	 
43.81000 	  3.74339 	 -0.18941 	 
43.82000 	  3.74133 	 -0.22074 	 
43.83000 	  3.73897 	 -0.25179 	 
43.84000 	  3.73629 	 -0.28422 	 
43.85000 	  3.73328 	 -0.31982 	 
43.86000 	  3.72988 	 -0.35964 	 
43.87000 	  3.72607 	 -0.40329 	 
43.88000 	  3.72181 	 -0.44894 	 
43.89000 	  3.71709 	 -0.49426 	 
43.90000 	  3.71193 	 -0.53779 	 
43.91000 	  3.70634 	 -0.58040 	 
43.92000 	  3.70031 	 -0.62599 	 
43.93000 	  3.69379 	 -0.68098 	 
43.94000 	  3.68664 	 -0.75249 	 
43.95000 	  3.67867 	 -0.84576 	 
43.96000 	  3.66965 	 -0.96160 	 
43.97000 	  3.65938 	 -1.09493 	 
43.98000 	  3.64773 	 -1.23503 	 
43.99000 	  3.63470 	 -1.36765 	 
44.00000 	  3.62045 	 -1.47837 	 
44.01000 	  3.60524 	 -1.55620 	 
44.02000 	  3.58945 	 -1.59618 	 
44.03000 	  3.57344 	 -1.60019 	 
44.04000 	  3.55754 	 -1.57571 	 
44.05000 	  3.54199 	 -1.53295 	 
44.06000 	  3.52691 	 -1.48153 	 
44.07000 	  3.51236 	 -1.42776 	 
44.08000 	  3.49836 	 -1.37339 	 
44.09000 	  3.48490 	 -1.31624 	 
44.10000 	  3.47205 	 -1.25213 	 
44.11000 	  3.45990 	 -1.17735 	 
44.12000 	  3.44855 	 -1.09057 	 
44.13000 	  3.43812 	 -0.99354 	 
44.14000 	  3.42870 	 -0.89031 	 
44.15000 	  3.42032 	 -0.78554 	 
44.16000 	  3.41298 	 -0.68260 	 
44.17000 	  3.40666 	 -0.58232 	 
44.18000 	  3.40133 	 -0.48302 	 
44.19000 	  3.39701 	 -0.38152 	 
44.20000 	  3.39372 	 -0.27490 	 
44.21000 	  3.39153 	 -0.16207 	 
44.22000 	  3.39049 	 -0.04437 	 
44.23000 	  3.39065 	  0.07482 	 
44.24000 	  3.39198 	  0.19151 	 
44.25000 	  3.39446 	  0.30276 	 
44.26000 	  3.39802 	  0.40788 	 
44.27000 	  3.40260 	  0.50861 	 
44.28000 	  3.40818 	  0.60808 	 
44.29000 	  3.41477 	  0.70922 	 
44.30000 	  3.42238 	  0.81310 	 
44.31000 	  3.43103 	  0.91811 	 
44.32000 	  3.44073 	  1.02038 	 
44.33000 	  3.45142 	  1.11520 	 
44.34000 	  3.46300 	  1.19901 	 
44.35000 	  3.47536 	  1.27088 	 
44.36000 	  3.48838 	  1.33291 	 
44.37000 	  3.50200 	  1.38917 	 
44.38000 	  3.51616 	  1.44352 	 
44.39000 	  3.53086 	  1.49722 	 
44.40000 	  3.54609 	  1.54726 	 
44.41000 	  3.56177 	  1.58622 	 
44.42000 	  3.57775 	  1.60401 	 
44.43000 	  3.59375 	  1.59081 	 
44.44000 	  3.60944 	  1.54045 	 
44.45000 	  3.62443 	  1.45289 	 
44.46000 	  3.63839 	  1.33490 	 
44.47000 	  3.65107 	  1.19873 	 
44.48000 	  3.66236 	  1.05912 	 
44.49000 	  3.67229 	  0.92965 	 
44.50000 	  3.68102 	  0.81963 	 
44.51000 	  3.68876 	  0.73249 	 
44.52000 	  3.69573 	  0.66599 	 
44.53000 	  3.70213 	  0.61410 	 
44.54000 	  3.70804 	  0.56967 	 
44.55000 	  3.71352 	  0.52684 	 
44.56000 	  3.71857 	  0.48255 	 
44.57000 	  3.72317 	  0.43667 	 
44.58000 	  3.72731 	  0.39107 	 
44.59000 	  3.73100 	  0.34808 	 
44.60000 	  3.73428 	  0.30917 	 
44.61000 	  3.73720 	  0.27433 	 
44.62000 	  3.73978 	  0.24223 	 
44.63000 	  3.74204 	  0.21100 	 
44.64000 	  3.74400 	  0.17920 	 
44.65000 	  3.74563 	  0.14636 	 
44.66000 	  3.74692 	  0.11300 	 
44.67000 	  3.74789 	  0.08015 	 
44.68000 	  3.74853 	  0.04865 	 
44.69000 	  3.74886 	  0.01859 	 
44.70000 	  3.74890 	 -0.01072 	 
44.71000 	  3.74865 	 -0.04038 	 
44.72000 	  3.74809 	 -0.07129 	 
44.73000 	  3.74722 	 -0.10364 	 
44.74000 	  3.74602 	 -0.13680 	 
44.75000 	  3.74448 	 -0.16974 	 
44.76000 	  3.74263 	 -0.20169 	 
44.77000 	  3.74045 	 -0.23276 	 
44.78000 	  3.73797 	 -0.26412 	 
44.79000 	  3.73516 	 -0.29759 	 
44.80000 	  3.73200 	 -0.33478 	 
44.81000 	  3.72845 	 -0.37622 	 
44.82000 	  3.72447 	 -0.42092 	 
44.83000 	  3.72003 	 -0.46671 	 
44.84000 	  3.71514 	 -0.51140 	 
44.85000 	  3.70981 	 -0.55431 	 
44.86000 	  3.70405 	 -0.59745 	 
44.87000 	  3.69784 	 -0.64584 	 
44.88000 	  3.69109 	 -0.70644 	 
44.89000 	  3.68365 	 -0.78598 	 
44.90000 	  3.67530 	 -0.88824 	 
44.91000 	  3.66581 	 -1.01181 	 
44.92000 	  3.65502 	 -1.14930 	 
44.93000 	  3.64282 	 -1.28828 	 
44.94000 	  3.62929 	 -1.41399 	 
44.95000 	  3.61463 	 -1.51294 	 
44.96000 	  3.59916 	 -1.57627 	 
44.97000 	  3.58323 	 -1.60170 	 
44.98000 	  3.56723 	 -1.59353 	 
44.99000 	  3.55145 	 -1.56069 	 
45.00000 	  3.53607 	 -1.51355 	 
45.01000 	  3.52119 	 -1.46072 	 
45.02000 	  3.50686 	 -1.40675 	 
45.03000 	  3.49306 	 -1.35173 	 
45.04000 	  3.47984 	 -1.29240 	 
45.05000 	  3.46724 	 -1.22448 	 
45.06000 	  3.45539 	 -1.14503 	 
45.07000 	  3.44438 	 -1.05390 	 
45.08000 	  3.43434 	 -0.95390 	 
45.09000 	  3.42532 	 -0.84956 	 
45.10000 	  3.41735 	 -0.74522 	 
45.11000 	  3.41041 	 -0.64336 	 
45.12000 	  3.40447 	 -0.54378 	 
45.13000 	  3.39953 	 -0.44402 	 
45.14000 	  3.39560 	 -0.34081 	 
45.15000 	  3.39273 	 -0.23178 	 
45.16000 	  3.39099 	 -0.11676 	 
45.17000 	  3.39041 	  0.00199 	 
45.18000 	  3.39103 	  0.12066 	 
45.19000 	  3.39281 	  0.23548 	 
45.20000 	  3.39572 	  0.34429 	 
45.21000 	  3.39968 	  0.44739 	 
45.22000 	  3.40465 	  0.54722 	 
45.23000 	  3.41062 	  0.64707 	 
45.24000 	  3.41760 	  0.74929 	 
45.25000 	  3.42562 	  0.85394 	 
45.26000 	  3.43468 	  0.95844 	 
45.27000 	  3.44477 	  1.05835 	 
45.28000 	  3.45582 	  1.14920 	 
45.29000 	  3.46771 	  1.22830 	 
45.30000 	  3.48034 	  1.29595 	 
45.31000 	  3.49361 	  1.35521 	 
45.32000 	  3.50743 	  1.41036 	 
45.33000 	  3.52181 	  1.46453 	 
45.34000 	  3.53672 	  1.51742 	 
45.35000 	  3.55214 	  1.56424 	 
45.36000 	  3.56796 	  1.59623 	 
45.37000 	  3.58398 	  1.60301 	 
45.38000 	  3.59990 	  1.57581 	 
45.39000 	  3.61537 	  1.51063 	 
45.40000 	  3.63000 	  1.41008 	 
45.41000 	  3.64348 	  1.28336 	 
45.42000 	  3.65562 	  1.14408 	 
45.43000 	  3.66637 	  1.00697 	 
45.44000 	  3.67581 	  0.88427 	 
45.45000 	  3.68413 	  0.78307 	 
45.46000 	  3.69155 	  0.70447 	 
45.47000 	  3.69828 	  0.64449 	 
45.48000 	  3.70448 	  0.59633 	 
45.49000 	  3.71022 	  0.55308 	 
45.50000 	  3.71554 	  0.50987 	 
45.51000 	  3.72041 	  0.46484 	 
45.52000 	  3.72483 	  0.41879 	 
45.53000 	  3.72879 	  0.37395 	 
45.54000 	  3.73232 	  0.33244 	 
45.55000 	  3.73546 	  0.29520 	 
45.56000 	  3.73824 	  0.26163 	 
45.57000 	  3.74070 	  0.23009 	 
45.58000 	  3.74284 	  0.19876 	 
45.59000 	  3.74467 	  0.16655 	 
45.60000 	  3.74617 	  0.13340 	 
45.61000 	  3.74734 	  0.10012 	 
45.62000 	  3.74817 	  0.06773 	 
45.63000 	  3.74870 	  0.03682 	 
45.64000 	  3.74891 	  0.00717 	 
45.65000 	  3.74884 	 -0.02214 	 
45.66000 	  3.74847 	 -0.05221 	 
45.67000 	  3.74779 	 -0.08371 	 
45.68000 	  3.74679 	 -0.11648 	 
45.69000 	  3.74546 	 -0.14968 	 
45.70000 	  3.74380 	 -0.18229 	 
45.71000 	  3.74182 	 -0.21383 	 
45.72000 	  3.73952 	 -0.24482 	 
45.73000 	  3.73692 	 -0.27677 	 
45.74000 	  3.73398 	 -0.31154 	 
45.75000 	  3.73067 	 -0.35040 	 
45.76000 	  3.72696 	 -0.39330 	 
45.77000 	  3.72280 	 -0.43871 	 
45.78000 	  3.71818 	 -0.48429 	 
45.79000 	  3.71312 	 -0.52824 	 
45.80000 	  3.70762 	 -0.57083 	 
45.81000 	  3.70170 	 -0.61527 	 
45.82000 	  3.69529 	 -0.66753 	 
45.83000 	  3.68830 	 -0.73480 	 
45.84000 	  3.68053 	 -0.82296 	 
45.85000 	  3.67176 	 -0.93399 	 
45.86000 	  3.66178 	 -1.06417 	 
45.87000 	  3.65044 	 -1.20392 	 
45.88000 	  3.63772 	 -1.33951 	 
45.89000 	  3.62372 	 -1.45624 	 
45.90000 	  3.60870 	 -1.54207 	 
45.91000 	  3.59300 	 -1.59055 	 
45.92000 	  3.57701 	 -1.60210 	 
45.93000 	  3.56106 	 -1.58312 	 
45.94000 	  3.54541 	 -1.54353 	 
45.95000 	  3.53023 	 -1.49335 	 
45.96000 	  3.51556 	 -1.43979 	 
45.97000 	  3.50143 	 -1.38563 	 
45.98000 	  3.48785 	 -1.32943 	 
45.99000 	  3.47486 	 -1.26724 	 
46.00000 	  3.46254 	 -1.19506 	 
46.01000 	  3.45100 	 -1.11091 	 
46.02000 	  3.44036 	 -1.01587 	 
46.03000 	  3.43071 	 -0.91361 	 
46.04000 	  3.42210 	 -0.80882 	 
46.05000 	  3.41453 	 -0.70530 	 
46.06000 	  3.40798 	 -0.60449 	 
46.07000 	  3.40243 	 -0.50522 	 
46.08000 	  3.39788 	 -0.40450 	 
46.09000 	  3.39436 	 -0.29920 	 
46.10000 	  3.39192 	 -0.18772 	 
46.11000 	  3.39062 	 -0.07087 	 
46.12000 	  3.39051 	  0.04834 	 
46.13000 	  3.39158 	  0.16590 	 
46.14000 	  3.39381 	  0.27851 	 
46.15000 	  3.39713 	  0.38493 	 
46.16000 	  3.40149 	  0.48639 	 
46.17000 	  3.40685 	  0.58585 	 
46.18000 	  3.41321 	  0.68644 	 
46.19000 	  3.42059 	  0.78975 	 
46.20000 	  3.42901 	  0.89478 	 
46.21000 	  3.43848 	  0.99807 	 
46.22000 	  3.44895 	  1.09493 	 
46.23000 	  3.46035 	  1.18138 	 
46.24000 	  3.47254 	  1.25583 	 
46.25000 	  3.48543 	  1.31975 	 
46.26000 	  3.49891 	  1.37691 	 
46.27000 	  3.51296 	  1.43145 	 
46.28000 	  3.52754 	  1.48539 	 
46.29000 	  3.54266 	  1.53675 	 
46.30000 	  3.55825 	  1.57900 	 
46.31000 	  3.57417 	  1.60242 	 
46.32000 	  3.59020 	  1.59683 	 
46.33000 	  3.60599 	  1.55501 	 
46.34000 	  3.62117 	  1.47539 	 
46.35000 	  3.63539 	  1.36327 	 
46.36000 	  3.64836 	  1.22990 	 
46.37000 	  3.65996 	  1.08979 	 
46.38000 	  3.67019 	  0.95706 	 
46.39000 	  3.67916 	  0.84220 	 
46.40000 	  3.68711 	  0.74997 	 
46.41000 	  3.69424 	  0.67929 	 
46.42000 	  3.70075 	  0.62477 	 
46.43000 	  3.70676 	  0.57927 	 
46.44000 	  3.71234 	  0.53646 	 
46.45000 	  3.71749 	  0.49259 	 
46.46000 	  3.72219 	  0.44696 	 
46.47000 	  3.72642 	  0.40109 	 
46.48000 	  3.73021 	  0.35734 	 
46.49000 	  3.73358 	  0.31747 	 
46.50000 	  3.73658 	  0.28180 	 
46.51000 	  3.73923 	  0.24924 	 
46.52000 	  3.74157 	  0.21797 	 
46.53000 	  3.74359 	  0.18638 	 
46.54000 	  3.74529 	  0.15375 	 
